TIMESTAMP        scratch-RQ       scratch-RD       scratch-WR       
1644531777 87491596 167737757944956 80312833313108
1644531788 87491596 167737757944956 80312833313108
1644531798 87491600 167737757944956 80312833313108
1644531808 87491600 167737757944956 80312833313108
1644531819 87491600 167737757944956 80312833313108
1644531829 87491600 167737757944956 80312833313108
1644531839 87491600 167737757944956 80312833313108
1644531849 87491600 167737757944956 80312833313108
1644531860 87491600 167737757944956 80312833313108
1644531870 87491604 167737757944956 80312833313108
1644531880 87491604 167737757944956 80312833313108
1644531891 87491604 167737757944956 80312833313108
1644531901 87491604 167737757944956 80312833313108
1644531911 87491604 167737757944956 80312833313108
1644531921 87491604 167737757944956 80312833313108
1644531932 87491604 167737757944956 80312833313108
1644531942 87491608 167737757944956 80312833313108
1644531952 87491608 167737757944956 80312833313108
1644531962 87491608 167737757944956 80312833313108
1644531973 87491608 167737757944956 80312833313108
1644531983 87491608 167737757944956 80312833313108
1644531993 87491608 167737757944956 80312833313108
1644532003 87491608 167737757944956 80312833313108
1644532014 87491612 167737757944956 80312833313108
1644532024 87491612 167737757944956 80312833313108
1644532034 87491612 167737757944956 80312833313108
1644532045 87491612 167737757944956 80312833313108
1644532055 87491612 167737757944956 80312833313108
1644532065 87491612 167737757944956 80312833313108
1644532075 87491612 167737757944956 80312833313108
1644532086 87491612 167737757944956 80312833313108
1644532096 87491616 167737757944956 80312833313108
1644532106 87491616 167737757944956 80312833313108
1644532116 87491616 167737757944956 80312833313108
1644532127 87491616 167737757944956 80312833313108
1644532137 87491616 167737757944956 80312833313108
1644532147 87491616 167737757944956 80312833313108
1644532158 87491616 167737757944956 80312833313108
1644532168 87491620 167737757944956 80312833313108
1644532178 87491620 167737757944956 80312833313108
1644532189 87491620 167737757944956 80312833313108
1644532199 87491620 167737757944956 80312833313108
1644532209 87491620 167737757944956 80312833313108
1644532219 87491620 167737757944956 80312833313108
1644532230 87491620 167737757944956 80312833313108
1644532240 87491624 167737757944956 80312833313108
1644532250 87491624 167737757944956 80312833313108
1644532260 87491624 167737757944956 80312833313108
1644532271 87491624 167737757944956 80312833313108
1644532281 87491624 167737757944956 80312833313108
1644532291 87491624 167737757944956 80312833313108
1644532302 87491624 167737757944956 80312833313108
1644532312 87491624 167737757944956 80312833313108
1644532322 87491628 167737757944956 80312833313108
1644532332 87491630 167737757944956 80312833313108
1644532343 87491630 167737757944956 80312833313108
1644532353 87491630 167737757944956 80312833313108
1644532363 87491630 167737757944956 80312833313108
1644532374 87491630 167737757944956 80312833313108
1644532384 87491630 167737757944956 80312833313108
1644532394 87491632 167737757944956 80312833313108
1644532405 87491632 167737757944956 80312833313108
1644532415 87491632 167737757944956 80312833313108
1644532425 87491632 167737757944956 80312833313108
1644532436 87491632 167737757944956 80312833313108
1644532446 87491632 167737757944956 80312833313108
1644532456 87491632 167737757944956 80312833313108
1644532466 87491636 167737757944956 80312833313108
1644532477 87491636 167737757944956 80312833313108
1644532487 87491636 167737757944956 80312833313108
1644532497 87491636 167737757944956 80312833313108
1644532507 87491636 167737757944956 80312833313108
1644532518 87491636 167737757944956 80312833313108
1644532528 87491636 167737757944956 80312833313108
1644532538 87491636 167737757944956 80312833313108
1644532549 87491640 167737757944956 80312833313108
1644532559 87491640 167737757944956 80312833313108
1644532569 87491640 167737757944956 80312833313108
1644532579 87491640 167737757944956 80312833313108
1644532590 87491640 167737757944956 80312833313108
1644532600 87491640 167737757944956 80312833313108
1644532610 87491640 167737757944956 80312833313108
1644532620 87491644 167737757944956 80312833313108
1644532631 87491644 167737757944956 80312833313108
1644532641 87491644 167737757944956 80312833313108
1644532651 87491644 167737757944956 80312833313108
1644532662 87491644 167737757944956 80312833313108
1644532672 87491644 167737757944956 80312833313108
1644532682 87491644 167737757944956 80312833313108
1644532692 87491648 167737757944956 80312833313108
1644532703 87491648 167737757944956 80312833313108
1644532713 87491648 167737757944956 80312833313108
1644532723 87491648 167737757944956 80312833313108
1644532733 87491648 167737757944956 80312833313108
1644532744 87491648 167737757944956 80312833313108
1644532754 87491648 167737757944956 80312833313108
1644532765 87491652 167737757944956 80312833313108
1644532775 87491652 167737757944956 80312833313108
1644532785 87491652 167737757944956 80312833313108
1644532795 87491652 167737757944956 80312833313108
1644532806 87491652 167737757944956 80312833313108
1644532816 87491652 167737757944956 80312833313108
1644532826 87491652 167737757944956 80312833313108
1644532836 87491652 167737757944956 80312833313108
1644532847 87491656 167737757944956 80312833313108
1644532857 87491656 167737757944956 80312833313108
1644532867 87491656 167737757944956 80312833313108
1644532878 87491656 167737757944956 80312833313108
1644532888 87491656 167737757944956 80312833313108
1644532898 87491656 167737757944956 80312833313108
1644532908 87491656 167737757944956 80312833313108
1644532919 87491660 167737757944956 80312833313108
1644532929 87491660 167737757944956 80312833313108
1644532939 87491660 167737757944956 80312833313108
1644532950 87491660 167737757944956 80312833313108
1644532960 87491660 167737757944956 80312833313108
1644532970 87491660 167737757944956 80312833313108
1644532981 87491660 167737757944956 80312833313108
1644532991 87491664 167737757944956 80312833313108
1644533001 87491664 167737757944956 80312833313108
1644533012 87491664 167737757944956 80312833313108
1644533022 87491664 167737757944956 80312833313108
1644533032 87491664 167737757944956 80312833313108
1644533043 87491664 167737757944956 80312833313108
1644533053 87491664 167737757944956 80312833313108
1644533063 87491664 167737757944956 80312833313108
1644533073 87491668 167737757944956 80312833313108
1644533084 87491668 167737757944956 80312833313108
1644533094 87491668 167737757944956 80312833313108
1644533104 87491668 167737757944956 80312833313108
1644533114 87491668 167737757944956 80312833313108
1644533125 87491668 167737757944956 80312833313108
1644533135 87491668 167737757944956 80312833313108
1644533145 87491672 167737757944956 80312833313108
1644533156 87491672 167737757944956 80312833313108
1644533166 87491672 167737757944956 80312833313108
1644533176 87491672 167737757944956 80312833313108
1644533186 87491672 167737757944956 80312833313108
1644533197 87491672 167737757944956 80312833313108
1644533207 87491672 167737757944956 80312833313108
1644533217 87491676 167737757944956 80312833313108
1644533227 87491676 167737757944956 80312833313108
1644533238 87491676 167737757944956 80312833313108
1644533248 87491676 167737757944956 80312833313108
1644533258 87491676 167737757944956 80312833313108
1644533269 87491676 167737757944956 80312833313108
1644533279 87491676 167737757944956 80312833313108
1644533289 87491680 167737757944956 80312833313108
1644533299 87491680 167737757944956 80312833313108
1644533310 87491680 167737757944956 80312833313108
1644533320 87491680 167737757944956 80312833313108
1644533330 87491680 167737757944956 80312833313108
1644533340 87491680 167737757944956 80312833313108
1644533351 87491680 167737757944956 80312833313108
1644533361 87491680 167737757944956 80312833313108
1644533371 87491684 167737757944956 80312833313108
1644533382 87491684 167737757944956 80312833313108
1644533392 87491684 167737757944956 80312833313108
1644533402 87491684 167737757944956 80312833313108
1644533412 87491684 167737757944956 80312833313108
1644533423 87491684 167737757944956 80312833313108
1644533433 87491684 167737757944956 80312833313108
1644533443 87491688 167737757944956 80312833313108
1644533453 87491688 167737757944956 80312833313108
1644533464 87491688 167737757944956 80312833313108
1644533474 87491688 167737757944956 80312833313108
1644533484 87491688 167737757944956 80312833313108
1644533495 87491688 167737757944956 80312833313108
1644533505 87491688 167737757944956 80312833313108
1644533515 87491692 167737757944956 80312833313108
1644533525 87491692 167737757944956 80312833313108
1644533536 87491692 167737757944956 80312833313108
1644533546 87491692 167737757944956 80312833313108
1644533556 87491692 167737757944956 80312833313108
1644533567 87491692 167737757944956 80312833313108
1644533577 87491692 167737757944956 80312833313108
1644533587 87491692 167737757944956 80312833313108
1644533597 87491696 167737757944956 80312833313108
1644533608 87491696 167737757944956 80312833313108
1644533618 87491696 167737757944956 80312833313108
1644533628 87491696 167737757944956 80312833313108
1644533639 87491696 167737757944956 80312833313108
1644533649 87491696 167737757944956 80312833313108
1644533659 87491696 167737757944956 80312833313108
1644533669 87491700 167737757944956 80312833313108
1644533680 87491700 167737757944956 80312833313108
1644533690 87491700 167737757944956 80312833313108
1644533700 87491700 167737757944956 80312833313108
1644533710 87491700 167737757944956 80312833313108
1644533721 87491700 167737757944956 80312833313108
1644533731 87491700 167737757944956 80312833313108
1644533741 87491704 167737757944956 80312833313108
1644533752 87491704 167737757944956 80312833313108
1644533762 87491704 167737757944956 80312833313108
1644533772 87491704 167737757944956 80312833313108
1644533782 87491704 167737757944956 80312833313108
1644533793 87491704 167737757944956 80312833313108
1644533803 87491704 167737757944956 80312833313108
1644533813 87491704 167737757944956 80312833313108
1644533823 87491708 167737757944956 80312833313108
1644533834 87491708 167737757944956 80312833313108
1644533844 87491708 167737757944956 80312833313108
1644533854 87491708 167737757944956 80312833313108
1644533865 87491708 167737757944956 80312833313108
1644533875 87491708 167737757944956 80312833313108
1644533885 87491708 167737757944956 80312833313108
1644533895 87491712 167737757944956 80312833313108
1644533906 87491712 167737757944956 80312833313108
1644533916 87491712 167737757944956 80312833313108
1644533926 87491712 167737757944956 80312833313108
1644533936 87491712 167737757944956 80312833313108
1644533947 87491712 167737757944956 80312833313108
1644533957 87491712 167737757944956 80312833313108
1644533967 87491716 167737757944956 80312833313108
1644533977 87491716 167737757944956 80312833313108
1644533988 87491716 167737757944956 80312833313108
1644533998 87491716 167737757944956 80312833313108
1644534008 87491716 167737757944956 80312833313108
1644534018 87491716 167737757944956 80312833313108
1644534029 87491716 167737757944956 80312833313108
1644534039 87491720 167737757944956 80312833313108
1644534049 87491720 167737757944956 80312833313108
1644534060 87491720 167737757944956 80312833313108
1644534070 87491720 167737757944956 80312833313108
1644534080 87491720 167737757944956 80312833313108
1644534090 87491720 167737757944956 80312833313108
1644534101 87491720 167737757944956 80312833313108
1644534111 87491720 167737757944956 80312833313108
1644534121 87491724 167737757944956 80312833313108
1644534131 87491724 167737757944956 80312833313108
1644534142 87491724 167737757944956 80312833313108
1644534152 87491724 167737757944956 80312833313108
1644534162 87491724 167737757944956 80312833313108
1644534173 87491724 167737757944956 80312833313108
1644534183 87491724 167737757944956 80312833313108
1644534193 87491728 167737757944956 80312833313108
1644534203 87491728 167737757944956 80312833313108
1644534214 87491728 167737757944956 80312833313108
1644534224 87491728 167737757944956 80312833313108
1644534234 87491728 167737757944956 80312833313108
1644534244 87491728 167737757944956 80312833313108
1644534255 87491728 167737757944956 80312833313108
1644534265 87491732 167737757944956 80312833313108
1644534275 87491732 167737757944956 80312833313108
1644534286 87491732 167737757944956 80312833313108
1644534296 87491732 167737757944956 80312833313108
1644534306 87491732 167737757944956 80312833313108
