TIMESTAMP        work2-RQ         work2-RD         work2-WR         
1644531952 23619453 88480207825362 677353469374
1644531962 23619514 88480207844744 677353481774
1644531973 23619575 88480207864126 677353494174
1644531983 23619636 88480207883508 677353506574
1644531993 23619697 88480207902890 677353518974
1644532003 23619758 88480207922272 677353531374
1644532014 23619822 88480207941654 677353543773
1644532024 23619883 88480207961036 677353556173
1644532034 23619944 88480207980418 677353568573
1644532045 23620005 88480207999800 677353580973
1644532055 23620066 88480208019182 677353593372
1644532065 23620127 88480208038564 677353605772
1644532075 23620188 88480208057946 677353618172
1644532086 23620249 88480208077328 677353630572
1644532096 23620313 88480208096710 677353642972
1644532106 23620374 88480208116092 677353655372
1644532116 23620435 88480208135474 677353667772
1644532127 23620795 88480208419388 677354048743
1644532137 23620859 88480208441526 677354062521
1644532147 23620923 88480208463666 677354076300
1644532158 23620988 88480208485806 677354090078
1644532168 23621055 88480208507946 677354103856
1644532178 23621119 88480208530086 677354117634
1644532189 23621183 88480208552226 677354131412
1644532199 23621247 88480208574366 677354145190
1644532209 23621311 88480208596508 677354158969
1644532219 23621375 88480208618650 677354172748
1644532230 23621439 88480208640794 677354186528
1644532240 23621506 88480208662938 677354200308
1644532250 23621570 88480208685084 677354214090
1644532260 23621634 88480208707230 677354227871
1644532271 23621698 88480208729376 677354241652
1644532281 23621762 88480208751522 677354255434
1644532291 23621826 88480208773668 677354269216
1644532302 23621890 88480208795814 677354282998
1644532312 23621954 88480208817960 677354296779
1644532322 23622021 88480208840108 677354310562
1644532332 23622085 88480208862256 677354324344
1644532343 23622149 88480208884404 677354338127
1644532353 23622213 88480208906552 677354351910
1644532363 23622277 88480208928700 677354365693
1644532374 23622642 88480209213132 677354668525
1644532384 23622949 88480209459054 677354794200
1644532394 23623013 88480209478442 677354806603
1644532405 23623074 88480209497830 677354819006
1644532415 23623135 88480209517218 677354831409
1644532425 23623196 88480209536606 677354843812
1644532436 23623257 88480209555994 677354856215
1644532446 23623318 88480209575382 677354868618
1644532456 23623379 88480209594770 677354881021
1644532466 23623453 88480210451949 677354921158
1644532477 23623514 88480210471337 677354933561
1644532487 23623575 88480210490725 677354945964
1644532497 23623636 88480210510113 677354958367
1644532507 23623697 88480210529501 677354970770
1644532518 23623758 88480210548889 677354983173
1644532528 23623819 88480210568277 677354995576
1644532538 23623881 88480210587665 677355007979
1644532549 23623945 88480210607053 677355020382
1644532559 23624006 88480210626441 677355032785
1644532569 23624067 88480210645829 677355045188
1644532579 23624128 88480210665217 677355057591
1644532590 23624189 88480210684605 677355069994
1644532600 23624250 88480210703993 677355082397
1644532610 23624311 88480210723381 677355094800
1644532620 23624375 88480210742769 677355107203
1644532631 23624436 88480210762157 677355119606
1644532641 23624497 88480210781545 677355132009
1644532651 23624558 88480210800933 677355144412
1644532662 23624619 88480210820321 677355156815
1644532672 23624680 88480210839709 677355169218
1644532682 23624741 88480210859097 677355181621
1644532692 23624805 88480210878485 677355194024
1644532703 23624866 88480210897873 677355206427
1644532713 23624927 88480210917261 677355218830
1644532723 23624988 88480210936649 677355231233
1644532733 23625049 88480210956037 677355243636
1644532744 23625397 88480211229363 677355612441
1644532754 23625461 88480211251511 677355626223
1644532765 23625528 88480211273659 677355640005
1644532775 23625592 88480211295807 677355653788
1644532785 23625656 88480211317955 677355667570
1644532795 23625720 88480211340103 677355681353
1644532806 23625784 88480211362251 677355695135
1644532816 23625848 88480211384401 677355708918
1644532826 23625912 88480211406551 677355722701
1644532836 23625976 88480211428701 677355736485
1644532847 23626043 88480211450851 677355750269
1644532857 23626107 88480211473001 677355764052
1644532867 23626171 88480211495151 677355777835
1644532878 23626235 88480211517301 677355791618
1644532888 23626299 88480211539451 677355805401
1644532898 23626363 88480211561601 677355819184
1644532908 23626427 88480211583751 677355832967
1644532919 23626494 88480211605901 677355846751
1644532929 23626558 88480211628051 677355860534
1644532939 23626622 88480211650201 677355874317
1644532950 23626686 88480211672351 677355888100
1644532960 23626750 88480211694501 677355901884
1644532970 23626814 88480211716651 677355915668
1644532981 23627179 88480212000993 677356209457
1644532991 23627523 88480212272741 677356348094
1644533001 23627584 88480212292129 677356360497
1644533012 23627645 88480212311517 677356372900
1644533022 23627706 88480212330905 677356385302
1644533032 23627767 88480212350293 677356397705
1644533043 23627828 88480212369681 677356410108
1644533053 23627889 88480212389069 677356422511
1644533063 23627950 88480212408457 677356434914
1644533073 23628014 88480212427845 677356447317
1644533084 23628075 88480212447233 677356459720
1644533094 23628136 88480212466621 677356472123
1644533104 23628206 88480213323800 677356512260
1644533114 23628267 88480213343188 677356524663
1644533125 23628328 88480213362576 677356537066
1644533135 23628389 88480213381964 677356549469
1644533145 23628453 88480213401352 677356561872
1644533156 23628514 88480213420740 677356574275
1644533166 23628575 88480213440128 677356586678
1644533176 23628636 88480213459516 677356599081
1644533186 23628697 88480213478904 677356611484
1644533197 23628758 88480213498292 677356623887
1644533207 23628819 88480213517680 677356636290
1644533217 23628883 88480213537068 677356648693
1644533227 23628944 88480213556456 677356661096
1644533238 23629005 88480213575844 677356673499
1644533248 23629066 88480213595232 677356685902
1644533258 23629127 88480213614620 677356698305
1644533269 23629188 88480213634008 677356710708
1644533279 23629249 88480213653396 677356723111
1644533289 23629313 88480213672784 677356735514
1644533299 23629374 88480213692172 677356747916
1644533310 23629435 88480213711560 677356760319
1644533320 23629496 88480213730948 677356772722
1644533330 23629557 88480213750336 677356785125
1644533340 23629618 88480213769724 677356797528
1644533351 23629679 88480213789112 677356809931
1644533361 23629740 88480213808500 677356822334
1644533371 23629804 88480213827888 677356834737
1644533382 23629879 88480213850036 677357075901
1644533392 23629943 88480213872184 677357089683
1644533402 23630007 88480213894332 677357103466
1644533412 23630071 88480213916482 677357117250
1644533423 23630135 88480213938632 677357131034
1644533433 23630199 88480213960782 677357144817
1644533443 23630266 88480213982932 677357158600
1644533453 23630330 88480214005082 677357172384
1644533464 23630394 88480214027232 677357186168
1644533474 23630458 88480214049382 677357199952
1644533484 23630522 88480214071532 677357213735
1644533495 23630586 88480214093682 677357227519
1644533505 23630650 88480214115834 677357241304
1644533515 23630718 88480214137986 677357255089
1644533525 23630782 88480214160138 677357268874
1644533536 23630846 88480214182290 677357282659
1644533546 23630910 88480214204442 677357296444
1644533556 23630974 88480214226594 677357310229
1644533567 23631038 88480214248746 677357324013
1644533577 23631102 88480214270898 677357337797
1644533587 23631166 88480214293050 677357351582
1644533597 23631233 88480214315202 677357365367
1644533608 23631313 88480214337352 677357535408
1644533618 23631374 88480214356740 677357547811
1644533628 23631435 88480214376128 677357560214
1644533639 23631496 88480214395516 677357572617
1644533649 23631557 88480214414904 677357585020
1644533659 23631618 88480214434292 677357597423
1644533669 23631682 88480214453680 677357609826
1644533680 23631743 88480214473068 677357622229
1644533690 23631804 88480214492456 677357634632
1644533700 23631865 88480214511844 677357647034
1644533710 23631926 88480214531232 677357659437
1644533721 23631987 88480214550620 677357671840
1644533731 23632048 88480214570008 677357684243
1644533741 23632113 88480214589396 677357696646
1644533752 23632174 88480214608784 677357709049
1644533762 23632244 88480215465963 677357749186
1644533772 23632305 88480215485351 677357761589
1644533782 23632366 88480215504739 677357773992
1644533793 23632427 88480215524127 677357786395
1644533803 23632488 88480215543515 677357798798
1644533813 23632549 88480215562903 677357811201
1644533823 23632613 88480215582291 677357823604
1644533834 23632674 88480215601679 677357836007
1644533844 23632735 88480215621067 677357848410
1644533854 23632796 88480215640455 677357860813
1644533865 23632857 88480215659843 677357873216
1644533875 23632918 88480215679231 677357885619
1644533885 23632979 88480215698619 677357898022
1644533895 23633043 88480215718007 677357910425
1644533906 23633104 88480215737395 677357922828
1644533916 23633165 88480215756783 677357935231
1644533926 23633226 88480215776171 677357947634
1644533936 23633287 88480215795559 677357960037
1644533947 23633348 88480215814949 677357972440
1644533957 23633409 88480215834339 677357984844
1644533967 23633473 88480215853729 677357997248
1644533977 23633534 88480215873119 677358009652
1644533988 23633595 88480215892509 677358022056
1644533998 23633656 88480215911899 677358034460
1644534008 23633717 88480215931289 677358046864
1644534018 23633778 88480215950679 677358059268
1644534029 23633839 88480215970069 677358071672
1644534039 23633903 88480215989459 677358084076
1644534049 23633964 88480216008849 677358096480
1644534060 23634025 88480216028239 677358108884
1644534070 23634100 88480216050389 677358349951
1644534080 23634164 88480216072539 677358363735
1644534090 23634228 88480216094689 677358377518
1644534101 23634292 88480216116839 677358391302
1644534111 23634356 88480216138989 677358405085
1644534121 23634423 88480216161139 677358418869
1644534131 23634487 88480216183289 677358432652
1644534142 23634551 88480216205439 677358446436
1644534152 23634615 88480216227589 677358460220
1644534162 23634679 88480216249739 677358474004
1644534173 23634743 88480216271889 677358487787
1644534183 23634807 88480216294039 677358501571
1644534193 23634874 88480216316189 677358515355
1644534203 23634938 88480216338339 677358529139
1644534214 23635002 88480216360489 677358542922
1644534224 23635066 88480216382639 677358556705
1644534234 23635130 88480216404789 677358570489
1644534244 23635194 88480216426939 677358584272
1644534255 23635258 88480216449089 677358598055
1644534265 23635326 88480216471239 677358611839
1644534275 23635390 88480216493389 677358625622
1644534286 23635454 88480216515539 677358639406
1644534296 23635518 88480216537689 677358653190
1644534306 23635594 88480216548781 677358812496
