time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1644531962        1                 30469             0                 892603215         965491590         0                 9747              79367681356032    23988979452314    0                 2468528          
1644531973        1                 30469             0                 892603305         965491678         0                 9747              79367681434449    23988979484010    0                 2468528          
1644531983        1                 30469             0                 892603400         965491771         0                 9747              79367681507903    23988979516386    0                 2468528          
1644531993        1                 30469             0                 892603488         965491857         0                 9747              79367681583026    23988979547594    0                 2468528          
1644532003        0                 30469             0                 892603590         965491957         0                 9747              79367681661378    23988979580058    0                 2468528          
1644532014        1                 30469             0                 892603776         965492141         0                 9747              79367681759847    23988979632682    0                 2468528          
1644532024        1                 30469             0                 892603866         965492229         0                 9747              79367681839520    23988979664378    0                 2468528          
1644532034        1                 30469             0                 892603956         965492317         0                 9747              79367681917806    23988979696074    0                 2468528          
1644532045        1                 30469             0                 892604049         965492408         0                 9747              79367681986513    23988979727962    0                 2468528          
1644532055        1                 30469             0                 892604139         965492496         0                 9747              79367682057929    23988979759658    0                 2468528          
1644532065        0                 30469             0                 892604241         965492596         0                 9747              79367682127957    23988979792122    0                 2468528          
1644532075        1                 30469             0                 892604331         965492684         0                 9747              79367682200694    23988979823818    0                 2468528          
1644532086        1                 30469             0                 892604421         965492772         0                 9747              79367682276140    23988979855514    0                 2468528          
1644532096        1                 30469             0                 892604616         965492965         0                 9747              79367682373719    23988979909866    0                 2468528          
1644532106        1                 30469             0                 892604709         965493056         0                 9747              79367682450487    23988979941754    0                 2468528          
1644532116        1                 30469             0                 892604803         965493148         0                 9747              79367682531668    23988979974218    0                 2468528          
1644532127        0                 30469             0                 892605209         965493550         0                 9747              79367682926264    23988980130978    0                 2468528          
1644532137        1                 30469             0                 892605308         965493647         0                 9747              79367683240411    23988980165154    0                 2468528          
1644532147        1                 30469             0                 892605401         965493738         0                 9747              79367683310761    23988980198082    0                 2468528          
1644532158        1                 30469             0                 892605496         965493831         0                 9747              79367683384612    23988980231394    0                 2468528          
1644532168        1                 30469             0                 892605686         965494019         0                 9747              79367683481435    23988980285058    0                 2468528          
1644532178        1                 30469             0                 892605779         965494110         0                 9747              79367683555814    23988980317986    0                 2468528          
1644532189        0                 30469             0                 892605884         965494213         0                 9747              79367683632901    23988980351682    0                 2468528          
1644532199        1                 30469             0                 892605977         965494304         0                 9747              79367683712696    23988980384610    0                 2468528          
1644532209        1                 30469             0                 892606070         965494395         0                 9747              79367683791104    23988980417538    0                 2468528          
1644532219        1                 30469             0                 892606163         965494486         0                 9747              79367683872220    23988980450466    0                 2468528          
1644532230        1                 30469             0                 892606259         965494580         0                 9747              79367683951949    23988980483586    0                 2468528          
1644532240        1                 30469             0                 892606448         965494767         0                 9747              79367684047698    23988980537442    0                 2468528          
1644532250        0                 30469             0                 892606553         965494870         0                 9747              79367684124652    23988980571138    0                 2468528          
1644532260        1                 30469             0                 892606646         965494961         0                 9747              79367684200219    23988980604066    0                 2468528          
1644532271        1                 30469             0                 892606739         965495052         0                 9747              79367684274398    23988980636994    0                 2468528          
1644532281        1                 30469             0                 892606835         965495146         0                 9747              79367684351285    23988980670114    0                 2468528          
1644532291        1                 30469             0                 892606928         965495237         0                 9747              79367684426785    23988980703042    0                 2468528          
1644532302        1                 30469             0                 892607021         965495328         0                 9747              79367684504994    23988980735970    0                 2468528          
1644532312        0                 30469             0                 892607126         965495431         0                 9747              79367684585912    23988980769666    0                 2468528          
1644532322        1                 30469             0                 892607324         965495627         0                 9747              79367684688963    23988980825250    0                 2468528          
1644532332        1                 30469             0                 892607421         965495722         0                 9747              79367684773163    23988980859074    0                 2468528          
1644532343        1                 30469             0                 892607518         965495817         0                 9747              79367684858663    23988980892418    0                 2468528          
1644532353        1                 30469             0                 892607611         965495908         0                 9747              79367684934032    23988980925346    0                 2468528          
1644532363        1                 30469             0                 892607715         965496010         0                 9747              79367685012110    23988980958978    0                 2468528          
1644532374        0                 30469             0                 892608114         965496405         0                 9747              79367685404999    23988981117146    0                 2468528          
1644532384        1                 30469             0                 892608458         965496747         0                 9747              79367685909669    23988981251530    0                 2468528          
1644532395        1                 30469             0                 892608649         965496936         0                 9747              79367686011267    23988981304986    0                 2468528          
1644532405        1                 30469             0                 892608742         965497027         0                 9747              79367686088854    23988981336874    0                 2468528          
1644532415        1                 30469             0                 892608832         965497115         0                 9747              79367686169150    23988981368570    0                 2468528          
1644532425        0                 30469             0                 892608934         965497215         0                 9747              79367686248059    23988981401034    0                 2468528          
1644532436        1                 30469             0                 892609024         965497303         0                 9747              79367686317389    23988981432730    0                 2468528          
1644532446        1                 30469             0                 892609114         965497391         0                 9747              79367686389428    23988981464426    0                 2468528          
1644532456        1                 30469             0                 892609204         965497479         0                 9747              79367686460080    23988981496122    0                 2468528          
1644532466        1                 30469             0                 892609407         965497679         0                 9747              79367686557633    23988981554450    0                 2468528          
1644532477        1                 30469             0                 892609499         965497769         0                 9747              79367686657829    23988981586562    0                 2468528          
1644532487        0                 30469             0                 892609601         965497869         0                 9747              79367686728415    23988981619026    0                 2468528          
1644532497        1                 30469             0                 892609691         965497957         0                 9747              79367686801710    23988981650722    0                 2468528          
1644532507        1                 30469             0                 892609781         965498045         0                 9747              79367686877714    23988981682418    0                 2468528          
1644532518        1                 30469             0                 892609871         965498133         0                 9747              79367686952331    23988981714114    0                 2468528          
1644532528        1                 30469             0                 892609964         965498224         0                 9747              79367687029657    23988981746002    0                 2468528          
1644532538        1                 30469             0                 892610055         965498313         0                 9747              79367687110020    23988981777890    0                 2468528          
1644532549        0                 30469             0                 892610253         965498509         0                 9747              79367687210172    23988981831282    0                 2468528          
1644532559        1                 30469             0                 892610343         965498597         0                 9747              79367687291529    23988981862978    0                 2468528          
1644532569        1                 30469             0                 892610433         965498685         0                 9747              79367687363307    23988981894674    0                 2468528          
1644532579        1                 30469             0                 892610523         965498773         0                 9747              79367687437794    23988981926370    0                 2468528          
1644532590        1                 30469             0                 892610616         965498864         0                 9747              79367687514990    23988981958258    0                 2468528          
1644532600        1                 30469             0                 892610706         965498952         0                 9747              79367687586703    23988981989954    0                 2468528          
1644532610        0                 30469             0                 892610808         965499052         0                 9747              79367687661125    23988982022418    0                 2468528          
1644532620        1                 30469             0                 892611003         965499245         0                 9747              79367687761776    23988982076770    0                 2468528          
1644532631        1                 30469             0                 892611093         965499333         0                 9747              79367687833424    23988982108466    0                 2468528          
1644532641        1                 30469             0                 892611183         965499421         0                 9747              79367687907781    23988982140162    0                 2468528          
1644532651        1                 30469             0                 892611276         965499512         0                 9747              79367687984847    23988982172050    0                 2468528          
1644532662        1                 30469             0                 892611366         965499600         0                 9747              79367688060526    23988982203746    0                 2468528          
1644532672        0                 30469             0                 892611468         965499700         0                 9747              79367688138914    23988982236210    0                 2468528          
1644532682        1                 30469             0                 892611558         965499788         0                 9747              79367688215915    23988982267906    0                 2468528          
1644532692        1                 30469             0                 892611745         965499973         0                 9747              79367688317353    23988982320722    0                 2468528          
1644532703        1                 30469             0                 892611835         965500061         0                 9747              79367688395676    23988982352418    0                 2468528          
1644532713        1                 30469             0                 892611928         965500152         0                 9747              79367688472612    23988982384306    0                 2468528          
1644532723        1                 30469             0                 892612018         965500240         0                 9747              79367688552257    23988982416002    0                 2468528          
1644532733        0                 30469             0                 892612120         965500340         0                 9747              79367688630515    23988982448466    0                 2468528          
1644532744        1                 30469             0                 892612501         965500717         0                 9747              79367689010931    23988982599338    0                 2468528          
1644532754        1                 30469             0                 892612600         965500814         0                 9747              79367689325888    23988982633514    0                 2468528          
1644532765        1                 30469             0                 892612793         965501005         0                 9747              79367689433130    23988982687754    0                 2468528          
1644532775        1                 30469             0                 892612886         965501096         0                 9747              79367689517256    23988982720682    0                 2468528          
1644532785        1                 30469             0                 892612990         965501198         0                 9747              79367689595899    23988982754314    0                 2468528          
1644532795        0                 30469             0                 892613084         965501290         0                 9747              79367689673154    23988982787306    0                 2468528          
1644532806        1                 30469             0                 892613177         965501381         0                 9747              79367689749022    23988982820234    0                 2468528          
1644532816        1                 30469             0                 892613270         965501472         0                 9747              79367689823503    23988982853162    0                 2468528          
1644532826        1                 30469             0                 892613366         965501566         0                 9747              79367689892500    23988982886282    0                 2468528          
1644532836        1                 30469             0                 892613459         965501657         0                 9747              79367689964205    23988982919210    0                 2468528          
1644532847        1                 30469             0                 892613668         965501864         0                 9747              79367690062139    23988982975498    0                 2468528          
1644532857        0                 30469             0                 892613762         965501956         0                 9747              79367690135166    23988983008490    0                 2468528          
1644532867        1                 30469             0                 892613855         965502047         0                 9747              79367690210901    23988983041418    0                 2468528          
1644532878        1                 30469             0                 892613948         965502138         0                 9747              79367690289344    23988983074346    0                 2468528          
1644532888        1                 30469             0                 892614044         965502232         0                 9747              79367690366399    23988983107466    0                 2468528          
1644532898        1                 30469             0                 892614137         965502323         0                 9747              79367690446162    23988983140394    0                 2468528          
1644532909        0                 30469             0                 892614242         965502426         0                 9747              79367690524537    23988983174090    0                 2468528          
1644532919        0                 30469             0                 892614431         965502613         0                 9747              79367690627124    23988983227946    0                 2468528          
1644532929        1                 30469             0                 892614524         965502704         0                 9747              79367690710916    23988983260874    0                 2468528          
1644532939        1                 30469             0                 892614617         965502795         0                 9747              79367690785128    23988983293802    0                 2468528          
1644532950        1                 30469             0                 892614713         965502889         0                 9747              79367690862048    23988983326922    0                 2468528          
1644532960        1                 30469             0                 892614806         965502980         0                 9747              79367690941676    23988983359850    0                 2468528          
1644532970        0                 30469             0                 892614911         965503083         0                 9747              79367691019917    23988983393546    0                 2468528          
1644532981        1                 30469             0                 892615309         965503477         0                 9747              79367691417067    23988983551650    0                 2468528          
1644532991        1                 30469             0                 892615779         965503945         0                 9747              79367691971763    23988983719938    0                 2468528          
1644533001        1                 30469             0                 892615869         965504033         0                 9747              79367692042704    23988983751634    0                 2468528          
1644533012        1                 30469             0                 892615962         965504124         0                 9747              79367692116354    23988983783522    0                 2468528          
1644533022        1                 30469             0                 892616052         965504212         0                 9747              79367692180425    23988983815218    0                 2468528          
1644533032        0                 30469             0                 892616154         965504312         0                 9747              79367692247204    23988983847682    0                 2468528          
1644533043        1                 30469             0                 892616244         965504400         0                 9747              79367692316692    23988983879378    0                 2468528          
1644533053        1                 30469             0                 892616334         965504488         0                 9747              79367692384793    23988983911074    0                 2468528          
1644533063        1                 30469             0                 892616424         965504576         0                 9747              79367692455603    23988983942770    0                 2468528          
1644533073        1                 30469             0                 892616614         965504764         0                 9747              79367692550850    23988983995778    0                 2468528          
1644533084        1                 30469             0                 892616704         965504852         0                 9747              79367692622982    23988984027474    0                 2468528          
1644533094        0                 30469             0                 892616806         965504952         0                 9747              79367692697823    23988984059938    0                 2468528          
1644533104        1                 30469             0                 892616908         965505051         0                 9747              79367692777613    23988984096762    0                 2468528          
1644533114        1                 30469             0                 892617000         965505141         0                 9747              79367692881998    23988984128874    0                 2468528          
1644533125        1                 30469             0                 892617090         965505229         0                 9747              79367692960869    23988984160570    0                 2468528          
1644533135        1                 30469             0                 892617183         965505320         0                 9747              79367693038353    23988984192458    0                 2468528          
1644533145        1                 30469             0                 892617378         965505513         0                 9747              79367693142066    23988984246810    0                 2468528          
1644533156        0                 30469             0                 892617480         965505613         0                 9747              79367693224968    23988984279274    0                 2468528          
1644533166        1                 30469             0                 892617572         965505703         0                 9747              79367693307003    23988984311458    0                 2468528          
1644533176        1                 30469             0                 892617660         965505789         0                 9747              79367693390707    23988984342666    0                 2468528          
1644533186        1                 30469             0                 892617753         965505880         0                 9747              79367693473544    23988984374554    0                 2468528          
1644533197        1                 30469             0                 892617843         965505968         0                 9747              79367693550898    23988984406250    0                 2468528          
1644533207        1                 30469             0                 892617933         965506056         0                 9747              79367693630961    23988984437946    0                 2468528          
1644533217        0                 30469             0                 892618132         965506253         0                 9747              79367693727269    23988984491530    0                 2468528          
1644533227        1                 30469             0                 892618222         965506341         0                 9747              79367693796366    23988984523226    0                 2468528          
1644533238        1                 30469             0                 892618312         965506429         0                 9747              79367693868172    23988984554922    0                 2468528          
1644533248        1                 30469             0                 892618405         965506520         0                 9747              79367693938591    23988984586810    0                 2468528          
1644533258        1                 30469             0                 892618495         965506608         0                 9747              79367694011719    23988984618506    0                 2468528          
1644533269        1                 30469             0                 892618585         965506696         0                 9747              79367694083460    23988984650202    0                 2468528          
1644533279        0                 30469             0                 892618687         965506796         0                 9747              79367694153814    23988984682666    0                 2468528          
1644533289        1                 30469             0                 892618874         965506981         0                 9747              79367694248605    23988984735482    0                 2468528          
1644533299        1                 30469             0                 892618964         965507069         0                 9747              79367694324377    23988984767178    0                 2468528          
1644533310        1                 30469             0                 892619057         965507160         0                 9747              79367694398761    23988984799066    0                 2468528          
1644533320        1                 30469             0                 892619147         965507248         0                 9747              79367694471758    23988984830762    0                 2468528          
1644533330        1                 30469             0                 892619249         965507348         0                 9747              79367694543368    23988984863226    0                 2468528          
1644533340        0                 30469             0                 892619339         965507436         0                 9747              79367694617687    23988984894922    0                 2468528          
1644533351        1                 30469             0                 892619429         965507524         0                 9747              79367694694715    23988984926618    0                 2468528          
1644533361        1                 30469             0                 892619519         965507612         0                 9747              79367694770356    23988984958314    0                 2468528          
1644533371        1                 30469             0                 892619717         965507808         0                 9747              79367694872226    23988985012858    0                 2468528          
1644533382        1                 30469             0                 892619831         965507918         0                 9747              79367695194611    23988985052866    0                 2468528          
1644533392        0                 30469             0                 892619936         965508021         0                 9747              79367695277503    23988985086562    0                 2468528          
1644533402        1                 30469             0                 892620029         965508112         0                 9747              79367695363103    23988985119490    0                 2468528          
1644533412        1                 30469             0                 892620122         965508203         0                 9747              79367695447317    23988985152418    0                 2468528          
1644533423        1                 30469             0                 892620215         965508294         0                 9747              79367695526048    23988985185346    0                 2468528          
1644533433        1                 30469             0                 892620311         965508388         0                 9747              79367695607488    23988985218466    0                 2468528          
1644533443        1                 30469             0                 892620500         965508575         0                 9747              79367695700852    23988985272322    0                 2468528          
1644533453        0                 30469             0                 892620605         965508678         0                 9747              79367695775420    23988985306018    0                 2468528          
1644533464        1                 30469             0                 892620698         965508769         0                 9747              79367695852697    23988985338946    0                 2468528          
1644533474        1                 30469             0                 892620791         965508860         0                 9747              79367695928587    23988985371874    0                 2468528          
1644533484        1                 30469             0                 892620884         965508951         0                 9747              79367696007186    23988985404802    0                 2468528          
1644533495        1                 30469             0                 892620980         965509045         0                 9747              79367696088493    23988985437922    0                 2468528          
1644533505        1                 30469             0                 892621075         965509138         0                 9747              79367696168934    23988985471338    0                 2468528          
1644533515        0                 30469             0                 892621276         965509337         0                 9747              79367696272996    23988985525858    0                 2468528          
1644533525        1                 30469             0                 892621369         965509428         0                 9747              79367696358335    23988985558786    0                 2468528          
1644533536        1                 30469             0                 892621462         965509519         0                 9747              79367696442287    23988985591714    0                 2468528          
1644533546        1                 30469             0                 892621555         965509610         0                 9747              79367696528948    23988985624642    0                 2468528          
1644533556        1                 30469             0                 892621651         965509704         0                 9747              79367696614222    23988985657762    0                 2468528          
1644533567        1                 30469             0                 892621744         965509795         0                 9747              79367696702205    23988985690690    0                 2468528          
1644533577        0                 30469             0                 892621849         965509898         0                 9747              79367696788800    23988985724386    0                 2468528          
1644533587        1                 30469             0                 892621942         965509989         0                 9747              79367696869911    23988985757314    0                 2468528          
1644533597        1                 30469             0                 892622140         965510185         0                 9747              79367696977251    23988985812898    0                 2468528          
1644533608        1                 30469             0                 892622264         965510305         0                 9747              79367697226041    23988985855818    0                 2468528          
1644533618        1                 30469             0                 892622354         965510393         0                 9747              79367697295678    23988985887514    0                 2468528          
1644533628        1                 30469             0                 892622444         965510481         0                 9747              79367697368024    23988985919210    0                 2468528          
1644533639        0                 30469             0                 892622546         965510581         0                 9747              79367697438983    23988985951674    0                 2468528          
1644533649        1                 30469             0                 892622636         965510669         0                 9747              79367697512651    23988985983370    0                 2468528          
1644533659        1                 30469             0                 892622726         965510757         0                 9747              79367697576740    23988986015066    0                 2468528          
1644533669        1                 30469             0                 892622924         965510953         0                 9747              79367697662962    23988986069610    0                 2468528          
1644533680        1                 30469             0                 892623014         965511041         0                 9747              79367697728373    23988986101306    0                 2468528          
1644533690        1                 30469             0                 892623115         965511140         0                 9747              79367697796493    23988986133706    0                 2468528          
1644533700        0                 30469             0                 892623206         965511229         0                 9747              79367697863226    23988986165466    0                 2468528          
1644533710        1                 30469             0                 892623296         965511317         0                 9747              79367697932667    23988986197162    0                 2468528          
1644533721        1                 30469             0                 892623386         965511405         0                 9747              79367698004817    23988986228858    0                 2468528          
1644533731        1                 30469             0                 892623479         965511496         0                 9747              79367698075580    23988986260746    0                 2468528          
1644533741        1                 30469             0                 892623667         965511682         0                 9747              79367698171004    23988986313754    0                 2468528          
1644533752        0                 30469             0                 892623769         965511782         0                 9747              79367698243089    23988986346218    0                 2468528          
1644533762        1                 30469             0                 892623871         965511881         0                 9747              79367698324219    23988986383042    0                 2468528          
1644533772        1                 30469             0                 892623963         965511971         0                 9747              79367698429944    23988986415154    0                 2468528          
1644533782        1                 30469             0                 892624053         965512059         0                 9747              79367698506059    23988986446850    0                 2468528          
1644533793        1                 30469             0                 892624146         965512150         0                 9747              79367698584883    23988986478738    0                 2468528          
1644533803        1                 30469             0                 892624236         965512238         0                 9747              79367698662320    23988986510434    0                 2468528          
1644533813        0                 30469             0                 892624338         965512338         0                 9747              79367698738370    23988986542898    0                 2468528          
1644533823        1                 30469             0                 892624524         965512522         0                 9747              79367698838633    23988986595522    0                 2468528          
1644533834        1                 30469             0                 892624614         965512610         0                 9747              79367698920101    23988986627218    0                 2468528          
1644533844        1                 30469             0                 892624704         965512698         0                 9747              79367699000182    23988986658914    0                 2468528          
1644533854        1                 30469             0                 892624797         965512789         0                 9747              79367699082972    23988986690802    0                 2468528          
1644533865        1                 30469             0                 892624887         965512877         0                 9747              79367699164375    23988986722498    0                 2468528          
1644533875        0                 30469             0                 892624989         965512977         0                 9747              79367699240295    23988986754962    0                 2468528          
1644533885        1                 30469             0                 892625079         965513065         0                 9747              79367699318924    23988986786658    0                 2468528          
1644533895        1                 30469             0                 892625274         965513258         0                 9747              79367699415590    23988986841010    0                 2468528          
1644533906        1                 30469             0                 892625364         965513346         0                 9747              79367699487349    23988986872706    0                 2468528          
1644533916        1                 30469             0                 892625457         965513437         0                 9747              79367699561817    23988986904594    0                 2468528          
1644533926        1                 30469             0                 892625547         965513525         0                 9747              79367699634898    23988986936290    0                 2468528          
1644533936        0                 30469             0                 892625649         965513625         0                 9747              79367699706592    23988986968754    0                 2468528          
1644533947        1                 30469             0                 892625739         965513713         0                 9747              79367699780996    23988987000450    0                 2468528          
1644533957        1                 30469             0                 892625829         965513801         0                 9747              79367699854012    23988987032146    0                 2468528          
1644533967        1                 30469             0                 892626016         965513986         0                 9747              79367699947369    23988987084962    0                 2468528          
1644533977        1                 30469             0                 892626109         965514077         0                 9747              79367700017611    23988987116850    0                 2468528          
1644533988        1                 30469             0                 892626199         965514165         0                 9747              79367700090562    23988987148546    0                 2468528          
1644533998        0                 30469             0                 892626301         965514265         0                 9747              79367700162126    23988987181010    0                 2468528          
1644534008        1                 30469             0                 892626391         965514353         0                 9747              79367700232303    23988987212706    0                 2468528          
1644534018        1                 30469             0                 892626481         965514441         0                 9747              79367700305189    23988987244402    0                 2468528          
1644534029        1                 30469             0                 892626574         965514532         0                 9747              79367700380784    23988987276290    0                 2468528          
1644534039        1                 30469             0                 892626760         965514716         0                 9747              79367700476496    23988987328914    0                 2468528          
1644534049        1                 30469             0                 892626850         965514804         0                 9747              79367700553413    23988987360610    0                 2468528          
1644534060        0                 30469             0                 892626952         965514904         0                 9747              79367700633039    23988987393074    0                 2468528          
1644534070        1                 30469             0                 892627066         965515014         0                 9747              79367700953218    23988987433082    0                 2468528          
1644534080        1                 30469             0                 892627159         965515105         0                 9747              79367701037385    23988987466010    0                 2468528          
1644534090        1                 30469             0                 892627255         965515199         0                 9747              79367701111973    23988987499130    0                 2468528          
1644534101        1                 30469             0                 892627348         965515290         0                 9747              79367701189269    23988987532058    0                 2468528          
1644534111        1                 30469             0                 892627453         965515393         0                 9747              79367701269274    23988987565754    0                 2468528          
1644534121        0                 30469             0                 892627651         965515589         0                 9747              79367701371411    23988987621338    0                 2468528          
1644534132        1                 30469             0                 892627744         965515680         0                 9747              79367701452737    23988987654266    0                 2468528          
1644534142        1                 30469             0                 892627837         965515771         0                 9747              79367701532675    23988987687194    0                 2468528          
1644534152        1                 30469             0                 892627933         965515865         0                 9747              79367701611226    23988987720314    0                 2468528          
1644534162        1                 30469             0                 892628026         965515956         0                 9747              79367701692486    23988987753242    0                 2468528          
1644534173        0                 30469             0                 892628131         965516059         0                 9747              79367701776455    23988987786938    0                 2468528          
1644534183        1                 30469             0                 892628224         965516150         0                 9747              79367701859036    23988987819866    0                 2468528          
1644534193        1                 30469             0                 892628413         965516337         0                 9747              79367701957638    23988987873722    0                 2468528          
1644534203        1                 30469             0                 892628506         965516428         0                 9747              79367702033349    23988987906650    0                 2468528          
1644534214        1                 30469             0                 892628602         965516522         0                 9747              79367702111769    23988987939770    0                 2468528          
1644534224        1                 30469             0                 892628695         965516613         0                 9747              79367702192897    23988987972698    0                 2468528          
