TIMESTAMP        home1-RQ         home1-RD         home1-WR         
1644531263 56040080 1745913017819 1306803892
1644531273 56040080 1745913017819 1306803892
1644531283 56040080 1745913017819 1306803892
1644531294 56040080 1745913017819 1306803892
1644531304 56040080 1745913017819 1306803892
1644531314 56040080 1745913017819 1306803892
1644531325 56040080 1745913017819 1306803892
1644531335 56040080 1745913017819 1306803892
1644531345 56040082 1745913017819 1306803892
1644531355 56040082 1745913017819 1306803892
1644531366 56040082 1745913017819 1306803892
1644531376 56040082 1745913017819 1306803892
1644531386 56040082 1745913017819 1306803892
1644531397 56040082 1745913017819 1306803892
1644531407 56040082 1745913017819 1306803892
1644531417 56040084 1745913017819 1306803892
1644531427 56040084 1745913017819 1306803892
1644531438 56040084 1745913017819 1306803892
1644531448 56040084 1745913017819 1306803892
1644531458 56040084 1745913017819 1306803892
1644531469 56040084 1745913017819 1306803892
1644531479 56040084 1745913017819 1306803892
1644531489 56040086 1745913017819 1306803892
1644531500 56040086 1745913017819 1306803892
1644531510 56040086 1745913017819 1306803892
1644531520 56040086 1745913017819 1306803892
1644531531 56040086 1745913017819 1306803892
1644531541 56040086 1745913017819 1306803892
1644531551 56040086 1745913017819 1306803892
1644531561 56040086 1745913017819 1306803892
1644531572 56040088 1745913017819 1306803892
1644531582 56040088 1745913017819 1306803892
1644531592 56040088 1745913017819 1306803892
1644531602 56040088 1745913017819 1306803892
1644531613 56040088 1745913017819 1306803892
1644531623 56040088 1745913017819 1306803892
1644531633 56040088 1745913017819 1306803892
1644531644 56040090 1745913017819 1306803892
1644531654 56040090 1745913017819 1306803892
1644531664 56040090 1745913017819 1306803892
1644531674 56040090 1745913017819 1306803892
1644531685 56040090 1745913017819 1306803892
1644531695 56040090 1745913017819 1306803892
1644531705 56040090 1745913017819 1306803892
1644531715 56040092 1745913017819 1306803892
1644531726 56040092 1745913017819 1306803892
1644531736 56040092 1745913017819 1306803892
1644531746 56040092 1745913017819 1306803892
1644531757 56040092 1745913017819 1306803892
1644531767 56040092 1745913017819 1306803892
1644531777 56040092 1745913017819 1306803892
1644531788 56040092 1745913017819 1306803892
1644531798 56040094 1745913017819 1306803892
1644531808 56040094 1745913017819 1306803892
1644531819 56040094 1745913017819 1306803892
1644531829 56040094 1745913017819 1306803892
1644531839 56040094 1745913017819 1306803892
1644531849 56040094 1745913017819 1306803892
1644531860 56040094 1745913017819 1306803892
1644531870 56040096 1745913017819 1306803892
1644531880 56040096 1745913017819 1306803892
1644531891 56040096 1745913017819 1306803892
1644531901 56040096 1745913017819 1306803892
1644531911 56040096 1745913017819 1306803892
1644531921 56040096 1745913017819 1306803892
1644531932 56040096 1745913017819 1306803892
1644531942 56040098 1745913017819 1306803892
1644531952 56040098 1745913017819 1306803892
1644531962 56040098 1745913017819 1306803892
1644531973 56040098 1745913017819 1306803892
1644531983 56040098 1745913017819 1306803892
1644531993 56040098 1745913017819 1306803892
1644532003 56040098 1745913017819 1306803892
1644532014 56040100 1745913017819 1306803892
1644532024 56040100 1745913017819 1306803892
1644532034 56040100 1745913017819 1306803892
1644532045 56040100 1745913017819 1306803892
1644532055 56040100 1745913017819 1306803892
1644532065 56040100 1745913017819 1306803892
1644532075 56040100 1745913017819 1306803892
1644532086 56040100 1745913017819 1306803892
1644532096 56040102 1745913017819 1306803892
1644532106 56040102 1745913017819 1306803892
1644532116 56040102 1745913017819 1306803892
1644532127 56040102 1745913017819 1306803892
1644532137 56040102 1745913017819 1306803892
1644532147 56040102 1745913017819 1306803892
1644532158 56040102 1745913017819 1306803892
1644532168 56040104 1745913017819 1306803892
1644532178 56040104 1745913017819 1306803892
1644532189 56040104 1745913017819 1306803892
1644532199 56040104 1745913017819 1306803892
1644532209 56040104 1745913017819 1306803892
1644532219 56040104 1745913017819 1306803892
1644532230 56040104 1745913017819 1306803892
1644532240 56040106 1745913017819 1306803892
1644532250 56040106 1745913017819 1306803892
1644532260 56040106 1745913017819 1306803892
1644532271 56040106 1745913017819 1306803892
1644532281 56040106 1745913017819 1306803892
1644532291 56040106 1745913017819 1306803892
1644532302 56040106 1745913017819 1306803892
1644532312 56040106 1745913017819 1306803892
1644532322 56040108 1745913017819 1306803892
1644532332 56040110 1745913017819 1306803892
1644532343 56040111 1745913017819 1306803892
1644532353 56040111 1745913017819 1306803892
1644532363 56040111 1745913017819 1306803892
1644532374 56040111 1745913017819 1306803892
1644532384 56040111 1745913017819 1306803892
1644532394 56040111 1745913017819 1306803892
1644532405 56040111 1745913017819 1306803892
1644532415 56040111 1745913017819 1306803892
1644532425 56040111 1745913017819 1306803892
1644532436 56040111 1745913017819 1306803892
1644532446 56040111 1745913017819 1306803892
1644532456 56040111 1745913017819 1306803892
1644532466 56040113 1745913017819 1306803892
1644532477 56040113 1745913017819 1306803892
1644532487 56040113 1745913017819 1306803892
1644532497 56040113 1745913017819 1306803892
1644532507 56040113 1745913017819 1306803892
1644532518 56040113 1745913017819 1306803892
