TIMESTAMP        home1-RQ         home1-RD         home1-WR         scratch-RQ       scratch-RD       scratch-WR       work2-RQ         work2-RD         work2-WR         
1644531921        56040096         1745913017819     1306803892       87491604          167737757944956  80312833313108    23619266         88480207767216    677353432174     
1644531932        56040096         1745913017819     1306803892       87491604          167737757944956  80312833313108    23619327         88480207786598    677353444574     
1644531942        56040098         1745913017819     1306803892       87491608          167737757944956  80312833313108    23619392         88480207805980    677353456974     
1644531952        56040098         1745913017819     1306803892       87491608          167737757944956  80312833313108    23619453         88480207825362    677353469374     
1644531962        56040098         1745913017819     1306803892       87491608          167737757944956  80312833313108    23619514         88480207844744    677353481774     
1644531973        56040098         1745913017819     1306803892       87491608          167737757944956  80312833313108    23619575         88480207864126    677353494174     
1644531983        56040098         1745913017819     1306803892       87491608          167737757944956  80312833313108    23619636         88480207883508    677353506574     
1644531993        56040098         1745913017819     1306803892       87491608          167737757944956  80312833313108    23619697         88480207902890    677353518974     
1644532003        56040098         1745913017819     1306803892       87491608          167737757944956  80312833313108    23619758         88480207922272    677353531374     
1644532014        56040100         1745913017819     1306803892       87491612          167737757944956  80312833313108    23619822         88480207941654    677353543773     
1644532024        56040100         1745913017819     1306803892       87491612          167737757944956  80312833313108    23619883         88480207961036    677353556173     
1644532034        56040100         1745913017819     1306803892       87491612          167737757944956  80312833313108    23619944         88480207980418    677353568573     
1644532045        56040100         1745913017819     1306803892       87491612          167737757944956  80312833313108    23620005         88480207999800    677353580973     
1644532055        56040100         1745913017819     1306803892       87491612          167737757944956  80312833313108    23620066         88480208019182    677353593372     
1644532065        56040100         1745913017819     1306803892       87491612          167737757944956  80312833313108    23620127         88480208038564    677353605772     
1644532075        56040100         1745913017819     1306803892       87491612          167737757944956  80312833313108    23620188         88480208057946    677353618172     
1644532086        56040100         1745913017819     1306803892       87491612          167737757944956  80312833313108    23620249         88480208077328    677353630572     
1644532096        56040102         1745913017819     1306803892       87491616          167737757944956  80312833313108    23620313         88480208096710    677353642972     
1644532106        56040102         1745913017819     1306803892       87491616          167737757944956  80312833313108    23620374         88480208116092    677353655372     
1644532116        56040102         1745913017819     1306803892       87491616          167737757944956  80312833313108    23620435         88480208135474    677353667772     
1644532127        56040102         1745913017819     1306803892       87491616          167737757944956  80312833313108    23620795         88480208419388    677354048743     
1644532137        56040102         1745913017819     1306803892       87491616          167737757944956  80312833313108    23620859         88480208441526    677354062521     
1644532147        56040102         1745913017819     1306803892       87491616          167737757944956  80312833313108    23620923         88480208463666    677354076300     
1644532158        56040102         1745913017819     1306803892       87491616          167737757944956  80312833313108    23620988         88480208485806    677354090078     
1644532168        56040104         1745913017819     1306803892       87491620          167737757944956  80312833313108    23621055         88480208507946    677354103856     
1644532178        56040104         1745913017819     1306803892       87491620          167737757944956  80312833313108    23621119         88480208530086    677354117634     
1644532189        56040104         1745913017819     1306803892       87491620          167737757944956  80312833313108    23621183         88480208552226    677354131412     
1644532199        56040104         1745913017819     1306803892       87491620          167737757944956  80312833313108    23621247         88480208574366    677354145190     
1644532209        56040104         1745913017819     1306803892       87491620          167737757944956  80312833313108    23621311         88480208596508    677354158969     
1644532219        56040104         1745913017819     1306803892       87491620          167737757944956  80312833313108    23621375         88480208618650    677354172748     
1644532230        56040104         1745913017819     1306803892       87491620          167737757944956  80312833313108    23621439         88480208640794    677354186528     
1644532240        56040106         1745913017819     1306803892       87491624          167737757944956  80312833313108    23621506         88480208662938    677354200308     
1644532250        56040106         1745913017819     1306803892       87491624          167737757944956  80312833313108    23621570         88480208685084    677354214090     
1644532260        56040106         1745913017819     1306803892       87491624          167737757944956  80312833313108    23621634         88480208707230    677354227871     
1644532271        56040106         1745913017819     1306803892       87491624          167737757944956  80312833313108    23621698         88480208729376    677354241652     
1644532281        56040106         1745913017819     1306803892       87491624          167737757944956  80312833313108    23621762         88480208751522    677354255434     
1644532291        56040106         1745913017819     1306803892       87491624          167737757944956  80312833313108    23621826         88480208773668    677354269216     
1644532302        56040106         1745913017819     1306803892       87491624          167737757944956  80312833313108    23621890         88480208795814    677354282998     
1644532312        56040106         1745913017819     1306803892       87491624          167737757944956  80312833313108    23621954         88480208817960    677354296779     
1644532322        56040108         1745913017819     1306803892       87491628          167737757944956  80312833313108    23622021         88480208840108    677354310562     
1644532332        56040110         1745913017819     1306803892       87491630          167737757944956  80312833313108    23622085         88480208862256    677354324344     
1644532343        56040111         1745913017819     1306803892       87491630          167737757944956  80312833313108    23622149         88480208884404    677354338127     
1644532353        56040111         1745913017819     1306803892       87491630          167737757944956  80312833313108    23622213         88480208906552    677354351910     
1644532363        56040111         1745913017819     1306803892       87491630          167737757944956  80312833313108    23622277         88480208928700    677354365693     
1644532374        56040111         1745913017819     1306803892       87491630          167737757944956  80312833313108    23622642         88480209213132    677354668525     
1644532384        56040111         1745913017819     1306803892       87491630          167737757944956  80312833313108    23622949         88480209459054    677354794200     
1644532394        56040111         1745913017819     1306803892       87491632          167737757944956  80312833313108    23623013         88480209478442    677354806603     
1644532405        56040111         1745913017819     1306803892       87491632          167737757944956  80312833313108    23623074         88480209497830    677354819006     
1644532415        56040111         1745913017819     1306803892       87491632          167737757944956  80312833313108    23623135         88480209517218    677354831409     
1644532425        56040111         1745913017819     1306803892       87491632          167737757944956  80312833313108    23623196         88480209536606    677354843812     
1644532436        56040111         1745913017819     1306803892       87491632          167737757944956  80312833313108    23623257         88480209555994    677354856215     
1644532446        56040111         1745913017819     1306803892       87491632          167737757944956  80312833313108    23623318         88480209575382    677354868618     
1644532456        56040111         1745913017819     1306803892       87491632          167737757944956  80312833313108    23623379         88480209594770    677354881021     
1644532466        56040113         1745913017819     1306803892       87491636          167737757944956  80312833313108    23623453         88480210451949    677354921158     
1644532477        56040113         1745913017819     1306803892       87491636          167737757944956  80312833313108    23623514         88480210471337    677354933561     
1644532487        56040113         1745913017819     1306803892       87491636          167737757944956  80312833313108    23623575         88480210490725    677354945964     
1644532497        56040113         1745913017819     1306803892       87491636          167737757944956  80312833313108    23623636         88480210510113    677354958367     
1644532507        56040113         1745913017819     1306803892       87491636          167737757944956  80312833313108    23623697         88480210529501    677354970770     
1644532518        56040113         1745913017819     1306803892       87491636          167737757944956  80312833313108    23623758         88480210548889    677354983173     
1644532528        56040113         1745913017819     1306803892       87491636          167737757944956  80312833313108    23623819         88480210568277    677354995576     
1644532538        56040113         1745913017819     1306803892       87491636          167737757944956  80312833313108    23623881         88480210587665    677355007979     
1644532549        56040115         1745913017819     1306803892       87491640          167737757944956  80312833313108    23623945         88480210607053    677355020382     
1644532559        56040115         1745913017819     1306803892       87491640          167737757944956  80312833313108    23624006         88480210626441    677355032785     
1644532569        56040115         1745913017819     1306803892       87491640          167737757944956  80312833313108    23624067         88480210645829    677355045188     
1644532579        56040115         1745913017819     1306803892       87491640          167737757944956  80312833313108    23624128         88480210665217    677355057591     
1644532590        56040115         1745913017819     1306803892       87491640          167737757944956  80312833313108    23624189         88480210684605    677355069994     
1644532600        56040115         1745913017819     1306803892       87491640          167737757944956  80312833313108    23624250         88480210703993    677355082397     
1644532610        56040115         1745913017819     1306803892       87491640          167737757944956  80312833313108    23624311         88480210723381    677355094800     
1644532620        56040117         1745913017819     1306803892       87491644          167737757944956  80312833313108    23624375         88480210742769    677355107203     
1644532631        56040117         1745913017819     1306803892       87491644          167737757944956  80312833313108    23624436         88480210762157    677355119606     
1644532641        56040117         1745913017819     1306803892       87491644          167737757944956  80312833313108    23624497         88480210781545    677355132009     
1644532651        56040117         1745913017819     1306803892       87491644          167737757944956  80312833313108    23624558         88480210800933    677355144412     
1644532662        56040117         1745913017819     1306803892       87491644          167737757944956  80312833313108    23624619         88480210820321    677355156815     
1644532672        56040117         1745913017819     1306803892       87491644          167737757944956  80312833313108    23624680         88480210839709    677355169218     
1644532682        56040117         1745913017819     1306803892       87491644          167737757944956  80312833313108    23624741         88480210859097    677355181621     
1644532692        56040119         1745913017819     1306803892       87491648          167737757944956  80312833313108    23624805         88480210878485    677355194024     
1644532703        56040119         1745913017819     1306803892       87491648          167737757944956  80312833313108    23624866         88480210897873    677355206427     
1644532713        56040119         1745913017819     1306803892       87491648          167737757944956  80312833313108    23624927         88480210917261    677355218830     
1644532723        56040119         1745913017819     1306803892       87491648          167737757944956  80312833313108    23624988         88480210936649    677355231233     
1644532733        56040119         1745913017819     1306803892       87491648          167737757944956  80312833313108    23625049         88480210956037    677355243636     
1644532744        56040119         1745913017819     1306803892       87491648          167737757944956  80312833313108    23625397         88480211229363    677355612441     
1644532754        56040119         1745913017819     1306803892       87491648          167737757944956  80312833313108    23625461         88480211251511    677355626223     
1644532765        56040121         1745913017819     1306803892       87491652          167737757944956  80312833313108    23625528         88480211273659    677355640005     
1644532775        56040121         1745913017819     1306803892       87491652          167737757944956  80312833313108    23625592         88480211295807    677355653788     
1644532785        56040121         1745913017819     1306803892       87491652          167737757944956  80312833313108    23625656         88480211317955    677355667570     
1644532795        56040121         1745913017819     1306803892       87491652          167737757944956  80312833313108    23625720         88480211340103    677355681353     
1644532806        56040121         1745913017819     1306803892       87491652          167737757944956  80312833313108    23625784         88480211362251    677355695135     
1644532816        56040121         1745913017819     1306803892       87491652          167737757944956  80312833313108    23625848         88480211384401    677355708918     
1644532826        56040121         1745913017819     1306803892       87491652          167737757944956  80312833313108    23625912         88480211406551    677355722701     
1644532836        56040121         1745913017819     1306803892       87491652          167737757944956  80312833313108    23625976         88480211428701    677355736485     
1644532847        56040123         1745913017819     1306803892       87491656          167737757944956  80312833313108    23626043         88480211450851    677355750269     
1644532857        56040123         1745913017819     1306803892       87491656          167737757944956  80312833313108    23626107         88480211473001    677355764052     
1644532867        56040123         1745913017819     1306803892       87491656          167737757944956  80312833313108    23626171         88480211495151    677355777835     
1644532878        56040123         1745913017819     1306803892       87491656          167737757944956  80312833313108    23626235         88480211517301    677355791618     
1644532888        56040123         1745913017819     1306803892       87491656          167737757944956  80312833313108    23626299         88480211539451    677355805401     
1644532898        56040123         1745913017819     1306803892       87491656          167737757944956  80312833313108    23626363         88480211561601    677355819184     
1644532908        56040123         1745913017819     1306803892       87491656          167737757944956  80312833313108    23626427         88480211583751    677355832967     
1644532919        56040125         1745913017819     1306803892       87491660          167737757944956  80312833313108    23626494         88480211605901    677355846751     
1644532929        56040125         1745913017819     1306803892       87491660          167737757944956  80312833313108    23626558         88480211628051    677355860534     
1644532939        56040125         1745913017819     1306803892       87491660          167737757944956  80312833313108    23626622         88480211650201    677355874317     
1644532950        56040125         1745913017819     1306803892       87491660          167737757944956  80312833313108    23626686         88480211672351    677355888100     
1644532960        56040125         1745913017819     1306803892       87491660          167737757944956  80312833313108    23626750         88480211694501    677355901884     
1644532970        56040125         1745913017819     1306803892       87491660          167737757944956  80312833313108    23626814         88480211716651    677355915668     
1644532981        56040125         1745913017819     1306803892       87491660          167737757944956  80312833313108    23627179         88480212000993    677356209457     
1644532991        56040127         1745913017819     1306803892       87491664          167737757944956  80312833313108    23627523         88480212272741    677356348094     
1644533001        56040127         1745913017819     1306803892       87491664          167737757944956  80312833313108    23627584         88480212292129    677356360497     
1644533012        56040127         1745913017819     1306803892       87491664          167737757944956  80312833313108    23627645         88480212311517    677356372900     
1644533022        56040127         1745913017819     1306803892       87491664          167737757944956  80312833313108    23627706         88480212330905    677356385302     
1644533032        56040127         1745913017819     1306803892       87491664          167737757944956  80312833313108    23627767         88480212350293    677356397705     
1644533043        56040127         1745913017819     1306803892       87491664          167737757944956  80312833313108    23627828         88480212369681    677356410108     
1644533053        56040127         1745913017819     1306803892       87491664          167737757944956  80312833313108    23627889         88480212389069    677356422511     
1644533063        56040127         1745913017819     1306803892       87491664          167737757944956  80312833313108    23627950         88480212408457    677356434914     
1644533073        56040129         1745913017819     1306803892       87491668          167737757944956  80312833313108    23628014         88480212427845    677356447317     
1644533084        56040129         1745913017819     1306803892       87491668          167737757944956  80312833313108    23628075         88480212447233    677356459720     
1644533094        56040129         1745913017819     1306803892       87491668          167737757944956  80312833313108    23628136         88480212466621    677356472123     
1644533104        56040129         1745913017819     1306803892       87491668          167737757944956  80312833313108    23628206         88480213323800    677356512260     
1644533114        56040129         1745913017819     1306803892       87491668          167737757944956  80312833313108    23628267         88480213343188    677356524663     
1644533125        56040129         1745913017819     1306803892       87491668          167737757944956  80312833313108    23628328         88480213362576    677356537066     
1644533135        56040129         1745913017819     1306803892       87491668          167737757944956  80312833313108    23628389         88480213381964    677356549469     
1644533145        56040131         1745913017819     1306803892       87491672          167737757944956  80312833313108    23628453         88480213401352    677356561872     
1644533156        56040131         1745913017819     1306803892       87491672          167737757944956  80312833313108    23628514         88480213420740    677356574275     
1644533166        56040131         1745913017819     1306803892       87491672          167737757944956  80312833313108    23628575         88480213440128    677356586678     
1644533176        56040131         1745913017819     1306803892       87491672          167737757944956  80312833313108    23628636         88480213459516    677356599081     
1644533186        56040131         1745913017819     1306803892       87491672          167737757944956  80312833313108    23628697         88480213478904    677356611484     
1644533197        56040131         1745913017819     1306803892       87491672          167737757944956  80312833313108    23628758         88480213498292    677356623887     
1644533207        56040131         1745913017819     1306803892       87491672          167737757944956  80312833313108    23628819         88480213517680    677356636290     
1644533217        56040133         1745913017819     1306803892       87491676          167737757944956  80312833313108    23628883         88480213537068    677356648693     
1644533227        56040133         1745913017819     1306803892       87491676          167737757944956  80312833313108    23628944         88480213556456    677356661096     
1644533238        56040133         1745913017819     1306803892       87491676          167737757944956  80312833313108    23629005         88480213575844    677356673499     
1644533248        56040133         1745913017819     1306803892       87491676          167737757944956  80312833313108    23629066         88480213595232    677356685902     
1644533258        56040133         1745913017819     1306803892       87491676          167737757944956  80312833313108    23629127         88480213614620    677356698305     
1644533269        56040133         1745913017819     1306803892       87491676          167737757944956  80312833313108    23629188         88480213634008    677356710708     
1644533279        56040133         1745913017819     1306803892       87491676          167737757944956  80312833313108    23629249         88480213653396    677356723111     
1644533289        56040135         1745913017819     1306803892       87491680          167737757944956  80312833313108    23629313         88480213672784    677356735514     
1644533299        56040135         1745913017819     1306803892       87491680          167737757944956  80312833313108    23629374         88480213692172    677356747916     
1644533310        56040135         1745913017819     1306803892       87491680          167737757944956  80312833313108    23629435         88480213711560    677356760319     
1644533320        56040135         1745913017819     1306803892       87491680          167737757944956  80312833313108    23629496         88480213730948    677356772722     
1644533330        56040135         1745913017819     1306803892       87491680          167737757944956  80312833313108    23629557         88480213750336    677356785125     
1644533340        56040135         1745913017819     1306803892       87491680          167737757944956  80312833313108    23629618         88480213769724    677356797528     
1644533351        56040135         1745913017819     1306803892       87491680          167737757944956  80312833313108    23629679         88480213789112    677356809931     
1644533361        56040135         1745913017819     1306803892       87491680          167737757944956  80312833313108    23629740         88480213808500    677356822334     
1644533371        56040137         1745913017819     1306803892       87491684          167737757944956  80312833313108    23629804         88480213827888    677356834737     
1644533382        56040137         1745913017819     1306803892       87491684          167737757944956  80312833313108    23629879         88480213850036    677357075901     
1644533392        56040137         1745913017819     1306803892       87491684          167737757944956  80312833313108    23629943         88480213872184    677357089683     
1644533402        56040137         1745913017819     1306803892       87491684          167737757944956  80312833313108    23630007         88480213894332    677357103466     
1644533412        56040137         1745913017819     1306803892       87491684          167737757944956  80312833313108    23630071         88480213916482    677357117250     
1644533423        56040137         1745913017819     1306803892       87491684          167737757944956  80312833313108    23630135         88480213938632    677357131034     
1644533433        56040137         1745913017819     1306803892       87491684          167737757944956  80312833313108    23630199         88480213960782    677357144817     
1644533443        56040139         1745913017819     1306803892       87491688          167737757944956  80312833313108    23630266         88480213982932    677357158600     
1644533453        56040139         1745913017819     1306803892       87491688          167737757944956  80312833313108    23630330         88480214005082    677357172384     
1644533464        56040139         1745913017819     1306803892       87491688          167737757944956  80312833313108    23630394         88480214027232    677357186168     
1644533474        56040139         1745913017819     1306803892       87491688          167737757944956  80312833313108    23630458         88480214049382    677357199952     
1644533484        56040139         1745913017819     1306803892       87491688          167737757944956  80312833313108    23630522         88480214071532    677357213735     
1644533495        56040139         1745913017819     1306803892       87491688          167737757944956  80312833313108    23630586         88480214093682    677357227519     
1644533505        56040139         1745913017819     1306803892       87491688          167737757944956  80312833313108    23630650         88480214115834    677357241304     
1644533515        56040141         1745913017819     1306803892       87491692          167737757944956  80312833313108    23630718         88480214137986    677357255089     
1644533525        56040141         1745913017819     1306803892       87491692          167737757944956  80312833313108    23630782         88480214160138    677357268874     
1644533536        56040141         1745913017819     1306803892       87491692          167737757944956  80312833313108    23630846         88480214182290    677357282659     
1644533546        56040141         1745913017819     1306803892       87491692          167737757944956  80312833313108    23630910         88480214204442    677357296444     
1644533556        56040141         1745913017819     1306803892       87491692          167737757944956  80312833313108    23630974         88480214226594    677357310229     
1644533567        56040141         1745913017819     1306803892       87491692          167737757944956  80312833313108    23631038         88480214248746    677357324013     
1644533577        56040141         1745913017819     1306803892       87491692          167737757944956  80312833313108    23631102         88480214270898    677357337797     
1644533587        56040141         1745913017819     1306803892       87491692          167737757944956  80312833313108    23631166         88480214293050    677357351582     
1644533597        56040143         1745913017819     1306803892       87491696          167737757944956  80312833313108    23631233         88480214315202    677357365367     
1644533608        56040143         1745913017819     1306803892       87491696          167737757944956  80312833313108    23631313         88480214337352    677357535408     
1644533618        56040143         1745913017819     1306803892       87491696          167737757944956  80312833313108    23631374         88480214356740    677357547811     
1644533628        56040143         1745913017819     1306803892       87491696          167737757944956  80312833313108    23631435         88480214376128    677357560214     
1644533639        56040143         1745913017819     1306803892       87491696          167737757944956  80312833313108    23631496         88480214395516    677357572617     
1644533649        56040143         1745913017819     1306803892       87491696          167737757944956  80312833313108    23631557         88480214414904    677357585020     
1644533659        56040143         1745913017819     1306803892       87491696          167737757944956  80312833313108    23631618         88480214434292    677357597423     
1644533669        56040145         1745913017819     1306803892       87491700          167737757944956  80312833313108    23631682         88480214453680    677357609826     
1644533680        56040145         1745913017819     1306803892       87491700          167737757944956  80312833313108    23631743         88480214473068    677357622229     
1644533690        56040145         1745913017819     1306803892       87491700          167737757944956  80312833313108    23631804         88480214492456    677357634632     
1644533700        56040145         1745913017819     1306803892       87491700          167737757944956  80312833313108    23631865         88480214511844    677357647034     
1644533710        56040145         1745913017819     1306803892       87491700          167737757944956  80312833313108    23631926         88480214531232    677357659437     
1644533721        56040145         1745913017819     1306803892       87491700          167737757944956  80312833313108    23631987         88480214550620    677357671840     
1644533731        56040145         1745913017819     1306803892       87491700          167737757944956  80312833313108    23632048         88480214570008    677357684243     
1644533741        56040147         1745913017819     1306803892       87491704          167737757944956  80312833313108    23632113         88480214589396    677357696646     
1644533752        56040147         1745913017819     1306803892       87491704          167737757944956  80312833313108    23632174         88480214608784    677357709049     
1644533762        56040147         1745913017819     1306803892       87491704          167737757944956  80312833313108    23632244         88480215465963    677357749186     
1644533772        56040147         1745913017819     1306803892       87491704          167737757944956  80312833313108    23632305         88480215485351    677357761589     
1644533782        56040147         1745913017819     1306803892       87491704          167737757944956  80312833313108    23632366         88480215504739    677357773992     
1644533793        56040147         1745913017819     1306803892       87491704          167737757944956  80312833313108    23632427         88480215524127    677357786395     
1644533803        56040147         1745913017819     1306803892       87491704          167737757944956  80312833313108    23632488         88480215543515    677357798798     
1644533813        56040147         1745913017819     1306803892       87491704          167737757944956  80312833313108    23632549         88480215562903    677357811201     
1644533823        56040149         1745913017819     1306803892       87491708          167737757944956  80312833313108    23632613         88480215582291    677357823604     
1644533834        56040149         1745913017819     1306803892       87491708          167737757944956  80312833313108    23632674         88480215601679    677357836007     
1644533844        56040149         1745913017819     1306803892       87491708          167737757944956  80312833313108    23632735         88480215621067    677357848410     
1644533854        56040149         1745913017819     1306803892       87491708          167737757944956  80312833313108    23632796         88480215640455    677357860813     
1644533865        56040149         1745913017819     1306803892       87491708          167737757944956  80312833313108    23632857         88480215659843    677357873216     
1644533875        56040149         1745913017819     1306803892       87491708          167737757944956  80312833313108    23632918         88480215679231    677357885619     
1644533885        56040149         1745913017819     1306803892       87491708          167737757944956  80312833313108    23632979         88480215698619    677357898022     
1644533895        56040151         1745913017819     1306803892       87491712          167737757944956  80312833313108    23633043         88480215718007    677357910425     
1644533906        56040151         1745913017819     1306803892       87491712          167737757944956  80312833313108    23633104         88480215737395    677357922828     
1644533916        56040151         1745913017819     1306803892       87491712          167737757944956  80312833313108    23633165         88480215756783    677357935231     
1644533926        56040151         1745913017819     1306803892       87491712          167737757944956  80312833313108    23633226         88480215776171    677357947634     
1644533936        56040151         1745913017819     1306803892       87491712          167737757944956  80312833313108    23633287         88480215795559    677357960037     
1644533947        56040151         1745913017819     1306803892       87491712          167737757944956  80312833313108    23633348         88480215814949    677357972440     
1644533957        56040151         1745913017819     1306803892       87491712          167737757944956  80312833313108    23633409         88480215834339    677357984844     
1644533967        56040153         1745913017819     1306803892       87491716          167737757944956  80312833313108    23633473         88480215853729    677357997248     
1644533977        56040153         1745913017819     1306803892       87491716          167737757944956  80312833313108    23633534         88480215873119    677358009652     
1644533988        56040153         1745913017819     1306803892       87491716          167737757944956  80312833313108    23633595         88480215892509    677358022056     
