TIMESTAMP        home1-RQ         home1-RD         home1-WR         
638.000000        0.000000          0.000000          0.000000         
648.000000        0.000000          0.000000          0.000000         
658.000000        0.000000          0.000000          0.000000         
669.000000        0.000000          0.000000          0.000000         
679.000000        0.200000          0.000000          0.000000         
689.000000        0.000000          0.000000          0.000000         
699.000000        0.000000          0.000000          0.000000         
710.000000        0.000000          0.000000          0.000000         
720.000000        0.000000          0.000000          0.000000         
730.000000        0.000000          0.000000          0.000000         
740.000000        0.000000          0.000000          0.000000         
751.000000        0.181818          0.000000          0.000000         
761.000000        0.000000          0.000000          0.000000         
771.000000        0.000000          0.000000          0.000000         
782.000000        0.000000          0.000000          0.000000         
792.000000        0.000000          0.000000          0.000000         
802.000000        0.000000          0.000000          0.000000         
812.000000        0.000000          0.000000          0.000000         
823.000000        0.000000          0.000000          0.000000         
833.000000        0.200000          0.000000          0.000000         
843.000000        0.000000          0.000000          0.000000         
853.000000        0.000000          0.000000          0.000000         
864.000000        0.000000          0.000000          0.000000         
874.000000        0.000000          0.000000          0.000000         
884.000000        0.000000          0.000000          0.000000         
895.000000        0.000000          0.000000          0.000000         
905.000000        0.200000          0.000000          0.000000         
915.000000        0.000000          0.000000          0.000000         
926.000000        0.000000          0.000000          0.000000         
936.000000        0.000000          0.000000          0.000000         
946.000000        0.000000          0.000000          0.000000         
956.000000        0.000000          0.000000          0.000000         
967.000000        0.000000          0.000000          0.000000         
977.000000        0.200000          0.000000          0.000000         
987.000000        0.000000          0.000000          0.000000         
997.000000        0.000000          0.000000          0.000000         
1008.000000       0.000000          0.000000          0.000000         
1018.000000       0.000000          0.000000          0.000000         
1028.000000       0.000000          0.000000          0.000000         
1039.000000       0.000000          0.000000          0.000000         
1049.000000       0.000000          0.000000          0.000000         
1059.000000       0.200000          0.000000          0.000000         
1069.000000       0.200000          0.000000          0.000000         
1080.000000       0.090909          0.000000          0.000000         
1090.000000       0.000000          0.000000          0.000000         
1100.000000       0.000000          0.000000          0.000000         
1111.000000       0.000000          0.000000          0.000000         
1121.000000       0.000000          0.000000          0.000000         
1131.000000       0.000000          0.000000          0.000000         
1142.000000       0.000000          0.000000          0.000000         
1152.000000       0.000000          0.000000          0.000000         
1162.000000       0.000000          0.000000          0.000000         
1173.000000       0.000000          0.000000          0.000000         
1183.000000       0.000000          0.000000          0.000000         
1193.000000       0.000000          0.000000          0.000000         
1203.000000       0.200000          0.000000          0.000000         
1214.000000       0.000000          0.000000          0.000000         
1224.000000       0.000000          0.000000          0.000000         
1234.000000       0.000000          0.000000          0.000000         
1244.000000       0.000000          0.000000          0.000000         
1255.000000       0.000000          0.000000          0.000000         
1265.000000       0.000000          0.000000          0.000000         
1275.000000       0.000000          0.000000          0.000000         
1286.000000       0.181818          0.000000          0.000000         
1296.000000       0.000000          0.000000          0.000000         
1306.000000       0.000000          0.000000          0.000000         
1316.000000       0.000000          0.000000          0.000000         
1327.000000       0.000000          0.000000          0.000000         
1337.000000       0.000000          0.000000          0.000000         
1347.000000       0.000000          0.000000          0.000000         
1357.000000       0.200000          0.000000          0.000000         
1368.000000       0.000000          0.000000          0.000000         
1378.000000       0.000000          0.000000          0.000000         
1388.000000       0.000000          0.000000          0.000000         
1399.000000       0.000000          0.000000          0.000000         
1409.000000       0.000000          0.000000          0.000000         
1419.000000       0.000000          0.000000          0.000000         
1429.000000       0.200000          0.000000          0.000000         
1440.000000       0.000000          0.000000          0.000000         
1450.000000       0.000000          0.000000          0.000000         
1460.000000       0.000000          0.000000          0.000000         
1470.000000       0.000000          0.000000          0.000000         
1481.000000       0.000000          0.000000          0.000000         
1491.000000       0.000000          0.000000          0.000000         
1502.000000       0.181818          0.000000          0.000000         
1512.000000       0.000000          0.000000          0.000000         
1522.000000       0.000000          0.000000          0.000000         
1532.000000       0.000000          0.000000          0.000000         
1543.000000       0.000000          0.000000          0.000000         
1553.000000       0.000000          0.000000          0.000000         
1563.000000       0.000000          0.000000          0.000000         
1573.000000       0.000000          0.000000          0.000000         
1584.000000       0.181818          0.000000          0.000000         
1594.000000       0.000000          0.000000          0.000000         
1604.000000       0.000000          0.000000          0.000000         
1615.000000       0.000000          0.000000          0.000000         
1625.000000       0.000000          0.000000          0.000000         
1635.000000       0.000000          0.000000          0.000000         
1645.000000       0.000000          0.000000          0.000000         
1656.000000       0.181818          0.000000          0.000000         
1666.000000       0.000000          0.000000          0.000000         
1676.000000       0.000000          0.000000          0.000000         
1687.000000       0.000000          0.000000          0.000000         
1697.000000       0.000000          0.000000          0.000000         
1707.000000       0.000000          0.000000          0.000000         
1718.000000       0.000000          0.000000          0.000000         
1728.000000       0.200000          0.000000          0.000000         
1738.000000       0.000000          0.000000          0.000000         
1749.000000       0.000000          0.000000          0.000000         
1759.000000       0.000000          0.000000          0.000000         
1769.000000       0.000000          0.000000          0.000000         
1780.000000       0.000000          0.000000          0.000000         
1790.000000       0.000000          0.000000          0.000000         
1800.000000       0.000000          0.000000          0.000000         
1810.000000       0.200000          0.000000          0.000000         
1821.000000       0.000000          0.000000          0.000000         
1831.000000       0.000000          0.000000          0.000000         
1841.000000       0.000000          0.000000          0.000000         
1851.000000       0.000000          0.000000          0.000000         
1862.000000       0.000000          0.000000          0.000000         
1872.000000       0.000000          0.000000          0.000000         
1882.000000       0.200000          0.000000          0.000000         
1893.000000       0.000000          0.000000          0.000000         
1903.000000       0.000000          0.000000          0.000000         
1913.000000       0.000000          0.000000          0.000000         
1923.000000       0.000000          0.000000          0.000000         
1934.000000       0.000000          0.000000          0.000000         
1944.000000       0.000000          0.000000          0.000000         
1954.000000       0.200000          0.000000          0.000000         
1964.000000       0.000000          0.000000          0.000000         
1975.000000       0.000000          0.000000          0.000000         
1985.000000       0.000000          0.000000          0.000000         
1995.000000       0.000000          0.000000          0.000000         
2006.000000       0.000000          0.000000          0.000000         
2016.000000       0.000000          0.000000          0.000000         
2026.000000       0.200000          0.000000          0.000000         
2036.000000       0.000000          0.000000          0.000000         
2047.000000       0.000000          0.000000          0.000000         
2057.000000       0.000000          0.000000          0.000000         
2067.000000       0.000000          0.000000          0.000000         
2077.000000       0.000000          0.000000          0.000000         
2088.000000       0.000000          0.000000          0.000000         
2098.000000       0.000000          0.000000          0.000000         
2108.000000       0.200000          0.000000          0.000000         
2119.000000       0.000000          0.000000          0.000000         
2129.000000       0.000000          0.000000          0.000000         
2139.000000       0.000000          0.000000          0.000000         
2149.000000       0.000000          0.000000          0.000000         
2160.000000       0.000000          0.000000          0.000000         
2170.000000       0.000000          0.000000          0.000000         
2180.000000       0.200000          0.000000          0.000000         
2190.000000       0.000000          0.000000          0.000000         
2201.000000       0.000000          0.000000          0.000000         
2211.000000       0.000000          0.000000          0.000000         
2221.000000       0.000000          0.000000          0.000000         
2232.000000       0.000000          0.000000          0.000000         
2242.000000       0.000000          0.000000          0.000000         
2252.000000       0.200000          0.000000          0.000000         
2262.000000       0.000000          0.000000          0.000000         
2273.000000       0.000000          0.000000          0.000000         
2283.000000       0.000000          0.000000          0.000000         
2293.000000       0.000000          0.000000          0.000000         
2304.000000       0.000000          0.000000          0.000000         
2314.000000       0.000000          0.000000          0.000000         
2324.000000       0.000000          0.000000          0.000000         
2334.000000       0.200000          0.000000          0.000000         
2345.000000       0.000000          0.000000          0.000000         
2355.000000       0.000000          0.000000          0.000000         
2365.000000       0.000000          0.000000          0.000000         
2376.000000       0.000000          0.000000          0.000000         
2386.000000       0.000000          0.000000          0.000000         
2396.000000       0.000000          0.000000          0.000000         
2406.000000       0.200000          0.000000          0.000000         
2417.000000       0.000000          0.000000          0.000000         
2427.000000       0.000000          0.000000          0.000000         
2437.000000       0.000000          0.000000          0.000000         
2447.000000       0.000000          0.000000          0.000000         
2458.000000       0.000000          0.000000          0.000000         
2468.000000       0.000000          0.000000          0.000000         
2478.000000       0.200000          0.000000          0.000000         
2489.000000       0.000000          0.000000          0.000000         
2499.000000       0.000000          0.000000          0.000000         
2509.000000       0.000000          0.000000          0.000000         
2519.000000       0.000000          0.000000          0.000000         
2530.000000       0.000000          0.000000          0.000000         
2540.000000       0.000000          0.000000          0.000000         
2550.000000       0.000000          0.000000          0.000000         
2560.000000       0.200000          0.000000          0.000000         
2571.000000       0.000000          0.000000          0.000000         
2581.000000       0.000000          0.000000          0.000000         
2591.000000       0.000000          0.000000          0.000000         
2602.000000       0.000000          0.000000          0.000000         
2612.000000       0.000000          0.000000          0.000000         
2622.000000       0.000000          0.000000          0.000000         
2632.000000       0.200000          0.000000          0.000000         
2643.000000       0.000000          0.000000          0.000000         
2653.000000       0.000000          0.000000          0.000000         
2663.000000       0.000000          0.000000          0.000000         
2673.000000       0.000000          0.000000          0.000000         
2684.000000       0.000000          0.000000          0.000000         
2694.000000       0.000000          0.000000          0.000000         
2704.000000       0.200000          0.000000          0.000000         
2714.000000       0.000000          0.000000          0.000000         
2725.000000       0.000000          0.000000          0.000000         
2735.000000       0.000000          0.000000          0.000000         
2745.000000       0.000000          0.000000          0.000000         
2755.000000       0.000000          0.000000          0.000000         
2766.000000       0.000000          0.000000          0.000000         
2776.000000       0.200000          0.000000          0.000000         
2786.000000       0.000000          0.000000          0.000000         
2797.000000       0.000000          0.000000          0.000000         
2807.000000       0.000000          0.000000          0.000000         
2817.000000       0.000000          0.000000          0.000000         
2827.000000       0.000000          0.000000          0.000000         
2838.000000       0.000000          0.000000          0.000000         
2848.000000       0.000000          0.000000          0.000000         
2858.000000       0.200000          0.000000          0.000000         
2868.000000       0.000000          0.000000          0.000000         
2879.000000       0.000000          0.000000          0.000000         
2889.000000       0.000000          0.000000          0.000000         
2899.000000       0.000000          0.000000          0.000000         
2910.000000       0.000000          0.000000          0.000000         
2920.000000       0.000000          0.000000          0.000000         
2930.000000       0.200000          0.000000          0.000000         
2940.000000       0.000000          0.000000          0.000000         
2951.000000       0.000000          0.000000          0.000000         
2961.000000       0.000000          0.000000          0.000000         
2971.000000       0.000000          0.000000          0.000000         
2981.000000       0.000000          0.000000          0.000000         
2992.000000       0.000000          0.000000          0.000000         
3002.000000       0.200000          0.000000          0.000000         
3012.000000       0.000000          0.000000          0.000000         
3023.000000       0.000000          0.000000          0.000000         
3033.000000       0.000000          0.000000          0.000000         
3043.000000       0.000000          0.000000          0.000000         
