#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1669072751 985715800 810516448 418285513 23509345 13438261 10386635 137233 1686753 90232.21 93647.23 4889.21 3080.70
1669072761 985715939 810516448 418285513 23509345 13438531 10386722 137233 1686753 90176.02 93648.89 4945.79 3079.59
1669072772 985715939 810516448 418285513 23509345 13439064 10386816 137233 1686753 90122.61 93647.10 4998.72 3079.77
1669072782 985716161 810516512 418285513 23509345 13439372 10386905 137233 1686753 90077.71 93648.70 5043.60 3079.75
1669072792 985716353 810516538 418285513 23509345 13439419 10386993 137233 1686753 90072.38 93646.13 5048.93 3081.79
1669072802 985716609 810516538 418285513 23509345 13439444 10387080 137233 1686753 90070.04 93648.43 5051.28 3079.54
1669072813 985716865 810516538 418285513 23509345 13439465 10387167 137233 1686753 90066.84 93648.90 5053.98 3080.09
1669072823 985716865 810516538 418285513 23509345 13439599 10387682 137233 1686753 91107.85 92752.52 4014.02 3973.85
1669072833 985717451 810516578 418285513 23509345 13450316 10397917 137233 1686753 90658.88 93181.93 4463.59 3546.07
1669072844 985717824 810516628 418285513 23509345 13450446 10398076 137233 1686753 91453.60 93659.16 3667.22 3068.88
1669072854 985717824 810516628 418285513 23509345 13450458 10398171 137233 1686753 91453.73 93659.96 3667.09 3068.56
1669072864 985718026 810516628 418285513 23509345 13450472 10398264 137233 1686753 91451.82 93660.60 3669.00 3066.88
1669072875 985718026 810516628 418285513 23509345 13450488 10398357 137233 1686753 91452.17 93663.58 3669.14 3065.33
1669072885 985718179 810516660 418285513 23509345 13450531 10398447 137233 1686753 91401.14 93678.02 3719.69 3051.44
1669072895 985718179 810516660 418285513 23509345 13450637 10398534 137233 1686753 91330.52 93693.21 3790.84 3034.71
1669072906 985718179 810516660 418285513 23509345 13451222 10398594 137233 1686753 90816.20 93960.44 4305.71 2766.99
1669072916 985718409 810516660 418285513 23509345 13451235 10398686 137233 1686753 90817.34 93960.82 4303.98 2767.07
1669072926 985718409 810516660 418285513 23509345 13451249 10398779 137233 1686753 90817.31 93962.18 4304.54 2766.70
1669072936 985718618 810516714 418285513 23509345 13451261 10398873 137233 1686753 90810.09 93967.51 4310.73 2759.97
1669072947 985718618 810516714 418285513 23509345 13451277 10398965 137233 1686753 90811.66 93968.83 4310.14 2759.58
1669072957 985718618 810516714 418285513 23509345 13451291 10399055 137233 1686753 90810.84 93967.99 4310.47 2760.43
1669072967 985718644 810516724 418285513 23509345 13451306 10399147 137233 1686753 90811.10 93968.68 4310.21 2760.21
1669072978 985718644 810516724 418285513 23509345 13451322 10399237 137233 1686753 90810.80 93969.19 4310.02 2759.35
1669072988 985718666 810516742 418285513 23509345 13451338 10399325 137233 1686753 90811.21 93968.89 4310.11 2758.51
1669072998 985718666 810516742 418285513 23509345 13451352 10399417 137233 1686753 90810.44 93968.50 4310.76 2759.13
1669073008 985718691 810516752 418285513 23509345 13451368 10399508 137233 1686753 90810.41 93968.00 4310.90 2759.85
1669073019 985718691 810516752 418285513 23509345 13451378 10399603 137233 1686753 90812.08 93969.15 4309.24 2760.33
1669073029 985718712 810516770 418285513 23509345 13451393 10399695 137233 1686753 90812.18 93968.81 4309.14 2760.58
1669073039 985718712 810516770 418285513 23509345 13451408 10399786 137233 1686753 90810.57 93967.24 4310.75 2760.12
1669073050 985718738 810516780 418285513 23509345 13451421 10399878 137233 1686753 90811.48 93968.57 4309.83 2759.85
1669073060 985718738 810516780 418285513 23509345 13451433 10399971 137233 1686753 90810.73 93967.12 4310.58 2761.87
1669073070 985718770 810516812 418285513 23509345 13451447 10400063 137233 1686753 90812.79 93969.04 4308.53 2759.34
1669073080 985718770 810516812 418285513 23509345 13451461 10400155 137233 1686753 90810.43 93968.77 4310.39 2759.14
1669073091 985718795 810516822 418285513 23509345 13451475 10400249 137233 1686753 90810.68 93969.30 4309.82 2758.04
1669073101 985718795 810516822 418285513 23509345 13451488 10400340 137233 1686753 90811.79 93969.00 4309.64 2758.48
1669073111 985718825 810516852 418285513 23509345 13451515 10400422 137233 1686753 90810.55 93969.75 4310.27 2757.68
1669073121 985718825 810516852 418285513 23509345 13451531 10400513 137233 1686753 90810.48 93969.98 4310.35 2758.00
1669073132 985718851 810516862 418285513 23509345 13451547 10400602 137233 1686753 90810.53 93968.69 4311.39 2759.23
1669073142 985718851 810516862 418285513 23509345 13451562 10400692 137233 1686753 90809.58 93968.55 4312.33 2759.90
1669073152 985718881 810516892 418285513 23509345 13451577 10400782 137233 1686753 90811.39 93971.41 4309.98 2756.08
1669073163 985718881 810516892 418285513 23509345 13451592 10400872 137233 1686753 90809.82 93969.77 4311.50 2758.15
1669073173 985718906 810516902 418285513 23509345 13451620 10400962 137233 1686753 90796.62 93981.86 4324.69 2746.08
1669073183 985718906 810516902 418285513 23509345 13451635 10401054 137233 1686753 90796.59 93982.50 4324.24 2745.50
1669073193 985718956 810516948 418285513 23509345 13451649 10401145 137233 1686753 90797.31 93982.64 4324.09 2743.73
1669073204 985718956 810516948 418285513 23509345 13451664 10401232 137233 1686753 90797.49 93983.22 4323.83 2745.16
1669073214 985719197 810516948 418285513 23509345 13451680 10401320 137233 1686753 90796.80 93983.51 4324.52 2744.57
1669073224 985719359 810516988 418285513 23509345 13451693 10401415 137233 1686753 90798.22 93983.05 4323.09 2745.36
1669073235 985719359 810516988 418285513 23509345 13451709 10401504 137233 1686753 90798.07 93984.65 4323.29 2743.73
1669073245 985719384 810516998 418285513 23509345 13451724 10401595 137233 1686753 90798.54 93983.21 4322.77 2745.82
1669073255 985719384 810516998 418285513 23509345 13451734 10401689 137233 1686753 90798.31 93982.68 4323.01 2745.73
1669073265 985719414 810517028 418285513 23509345 13451748 10401783 137233 1686753 90798.30 93983.38 4322.53 2744.99
1669073276 985719414 810517028 418285513 23509345 13451763 10401872 137233 1686753 90798.48 93983.62 4322.34 2744.67
1669073286 985719439 810517038 418285513 23509345 13451778 10401964 137233 1686753 90798.30 93982.34 4323.02 2745.03
1669073296 985719439 810517038 418285513 23509345 13451794 10402054 137233 1686753 90797.79 93983.68 4323.53 2743.71
1669073307 985719469 810517068 418285513 23509345 13451807 10402149 137233 1686753 90797.75 93983.92 4323.57 2743.45
1669073317 985719469 810517068 418285513 23509345 13451823 10402239 137233 1686753 90797.73 93983.02 4323.69 2744.83
1669073327 985719502 810517090 418285513 23509345 13451837 10402331 137233 1686753 90798.14 93981.73 4323.18 2747.22
1669073337 985719502 810517090 418285513 23509345 13451853 10402421 137233 1686753 90798.02 93982.75 4322.55 2744.02
1669073348 985719532 810517120 418285513 23509345 13451866 10402514 137233 1686753 90798.37 93981.81 4322.45 2747.17
1669073358 985719532 810517120 418285513 23509345 13451879 10402605 137233 1686753 90798.30 93981.28 4323.01 2745.61
1669073368 985719565 810517142 418285513 23509345 13451895 10402695 137233 1686753 90798.37 93981.80 4322.46 2746.68
1669073379 985719565 810517142 418285513 23509345 13451910 10402786 137233 1686753 90798.99 93980.69 4321.84 2746.86
1669073389 985719595 810517172 418285513 23509345 13451924 10402877 137233 1686753 90798.67 93980.57 4322.15 2746.41
1669073399 985719595 810517172 418285513 23509345 13451937 10402973 137233 1686753 90799.62 93982.36 4322.30 2746.00
1669073409 985719627 810517194 418285513 23509345 13451950 10403061 137233 1686753 90798.48 93981.47 4322.34 2746.46
1669073420 985719627 810517194 418285513 23509345 13451966 10403150 137233 1686753 90799.69 93981.80 4321.62 2746.21
1669073430 985719656 810517222 418285513 23509345 13451979 10403245 137233 1686753 90798.52 93982.04 4322.80 2746.91
1669073440 985719656 810517222 418285513 23509345 13451995 10403331 137233 1686753 90798.47 93981.14 4322.36 2747.38
1669073450 985719688 810517244 418285513 23509345 13452011 10403423 137233 1686753 90798.33 93981.34 4323.58 2746.64
1669073461 985719688 810517244 418285513 23509345 13452026 10403512 137233 1686753 90798.67 93982.80 4322.15 2745.65
1669073471 985719718 810517274 418285513 23509345 13452041 10403604 137233 1686753 90799.04 93981.32 4321.79 2745.05
1669073481 985719718 810517274 418285513 23509345 13452055 10403695 137233 1686753 90801.88 93982.72 4319.44 2746.12
1669073492 985719751 810517296 418285513 23509345 13452071 10403785 137233 1686753 90800.89 93981.98 4320.43 2746.91
1669073502 985719751 810517296 418285513 23509345 13452085 10403875 137233 1686753 90802.25 93982.32 4319.07 2746.15
1669073512 985719802 810517342 418285513 23509345 13452099 10403966 137233 1686753 90800.33 93982.18 4320.99 2745.75
1669073522 985719802 810517342 418285513 23509345 13452118 10404053 137233 1686753 90801.34 93981.94 4319.98 2745.50
1669073533 985720042 810517354 418285513 23509345 13452130 10404148 137233 1686753 90802.41 93981.73 4318.98 2745.13
1669073543 985720042 810517354 418285513 23509345 13452148 10404237 137233 1686753 90799.85 93981.79 4320.98 2747.11
1669073553 985720203 810517392 418285513 23509345 13452162 10404328 137233 1686753 90798.29 93982.09 4322.54 2746.32
1669073564 985720203 810517392 418285513 23509345 13452178 10404416 137233 1686753 90799.30 93982.19 4321.52 2746.33
1669073574 985720237 810517416 418285513 23509345 13452194 10404507 137233 1686753 90799.34 93982.64 4322.07 2744.86
1669073584 985720237 810517416 418285513 23509345 13452210 10404594 137233 1686753 90799.63 93981.60 4322.78 2746.36
1669073594 985720268 810517446 418285513 23509345 13452228 10404683 137233 1686753 90799.92 93982.06 4321.39 2745.32
1669073605 985720268 810517446 418285513 23509345 13452244 10404772 137233 1686753 90799.85 93982.52 4322.06 2745.89
1669073615 985720302 810517470 418285513 23509345 13452256 10404866 137233 1686753 90800.59 93981.62 4320.23 2747.28
1669073625 985720302 810517470 418285513 23509345 13452271 10404956 137233 1686753 90800.11 93985.29 4321.21 2743.64
1669073636 985720330 810517498 418285513 23509345 13452288 10405045 137233 1686753 90799.63 93982.10 4321.69 2745.33
1669073646 985720365 810517522 418285513 23509345 13452304 10405134 137233 1686753 90799.37 93981.56 4321.95 2746.89
1669073656 985720365 810517522 418285513 23509345 13452319 10405226 137233 1686753 90800.21 93982.68 4321.58 2743.97
1669073666 985720395 810517552 418285513 23509345 13452335 10405317 137233 1686753 90800.40 93982.38 4321.52 2744.98
1669073677 985720395 810517552 418285513 23509345 13452350 10405407 137233 1686753 90799.72 93983.24 4321.11 2744.27
1669073687 985720429 810517576 418285513 23509345 13452365 10405498 137233 1686753 90799.86 93982.53 4320.96 2745.33
1669073697 985720429 810517576 418285513 23509345 13452376 10405593 137233 1686753 90801.12 93984.94 4320.20 2743.51
1669073708 985720458 810517604 418285513 23509345 13452393 10405683 137233 1686753 90799.01 93980.62 4321.82 2747.37
1669073718 985720458 810517604 418285513 23509345 13452408 10405773 137233 1686753 90799.02 93981.50 4322.30 2746.72
1669073728 985720492 810517628 418285513 23509345 13452425 10405864 137233 1686753 90800.04 93982.76 4320.79 2746.20
1669073738 985720492 810517628 418285513 23509345 13452440 10405954 137233 1686753 90799.41 93983.41 4321.91 2745.62
1669073749 985720520 810517656 418285513 23509345 13452454 10406045 137233 1686753 90799.21 93981.52 4322.63 2746.43
1669073759 985720520 810517656 418285513 23509345 13452465 10406140 137233 1686753 90800.13 93981.34 4321.18 2747.61
1669073769 985720555 810517680 418285513 23509345 13452480 10406230 137233 1686753 90799.62 93982.77 4321.70 2745.71
1669073780 985720555 810517680 418285513 23509345 13452494 10406323 137233 1686753 90798.67 93982.23 4323.14 2745.62
1669073790 985720585 810517710 418285513 23509345 13452507 10406416 137233 1686753 90799.71 93981.67 4321.61 2746.33
1669073800 985720585 810517710 418285513 23509345 13452521 10406505 137233 1686753 90799.32 93983.04 4322.00 2745.94
1669073810 985720829 810517724 418285513 23509345 13452535 10406598 137233 1686753 90798.99 93983.44 4322.39 2744.41
1669073821 985720829 810517724 418285513 23509345 13452551 10406688 137233 1686753 90798.21 93984.05 4322.61 2745.48
1669073831 985721010 810517778 418285513 23509345 13452565 10406780 137233 1686753 90799.93 93982.94 4321.41 2745.60
1669073841 985721010 810517778 418285513 23509345 13452577 10406873 137233 1686753 90800.34 93981.61 4320.98 2746.81
1669073852 985721225 810517962 418285513 23509345 13452592 10406966 137233 1686753 90800.32 93981.96 4321.10 2745.56
1669073862 985721348 810518070 418285513 23509345 13452606 10407054 137233 1686753 90797.83 93979.88 4322.50 2749.05
1669073872 985721410 810518124 418285513 23509345 13452623 10407145 137233 1686753 90797.70 93982.98 4323.13 2746.50
1669073882 985721441 810518154 418285513 23509345 13452635 10407239 137233 1686753 90797.83 93979.62 4322.01 2748.91
1669073893 985721475 810518180 418285513 23509345 13452649 10407330 137233 1686753 90798.72 93977.81 4322.59 2750.65
1669073903 985721518 810518210 418285513 23509345 13453006 10407864 137233 1686753 89840.90 92048.84 5281.65 4679.02
1669073913 985723049 810518450 418285513 23509345 13453408 10407951 137233 1686753 90468.02 93927.27 4653.30 2800.68
1669073924 985723544 810518538 418285513 23509345 13453499 10408036 137233 1686753 90407.75 93926.29 4713.62 2800.58
1669073934 985723806 810518544 418285513 23509345 13453746 10408126 137233 1686753 90348.47 93928.00 4773.44 2799.89
1669073944 985723916 810518580 418285513 23509345 13454361 10408219 137233 1686753 90290.45 93928.42 4830.38 2799.99
1669073955 985724240 810518586 418285513 23509345 13454565 10408302 137233 1686753 90230.05 93927.95 4891.82 2800.02
1669073965 985724344 810518618 418285513 23509345 13454700 10408393 137233 1686753 90170.11 93927.51 4951.20 2799.44
1669073975 985724456 810518618 418285513 23509345 13455121 10408480 137233 1686753 90110.88 93927.73 5009.95 2800.14
1669073985 985724574 810518618 418285513 23509345 13455396 10408568 137233 1686753 90053.56 93929.72 5068.75 2798.22
1669073996 985724574 810518618 418285513 23509345 13455494 10408652 137233 1686753 89995.23 93928.62 5126.09 2798.76
1669074006 985724791 810518624 418285513 23509345 13455724 10408739 137233 1686753 89935.67 93930.61 5186.86 2797.32
1669074016 985724889 810518650 418285513 23509345 13456294 10408831 137233 1686753 89876.10 93928.42 5244.72 2799.92
1669074027 985724889 810518650 418285513 23509345 13456374 10408919 137233 1686753 89817.10 93930.31 5304.21 2799.13
1669074037 985724895 810518650 418285513 23509345 13456513 10409007 137233 1686753 89758.00 93929.84 5363.92 2798.74
1669074047 985725041 810518650 418285513 23509345 13456928 10409097 137233 1686753 89698.06 93927.73 5423.30 2799.75
1669074057 985725041 810518650 418285513 23509345 13457377 10409189 137233 1686753 89639.18 93929.90 5482.65 2798.49
1669074068 985725297 810518650 418285513 23509345 13457462 10409279 137233 1686753 89579.29 93928.74 5542.14 2799.74
1669074078 985725422 810518650 418285513 23509345 13457695 10409369 137233 1686753 89518.52 93931.52 5603.36 2797.50
1669074088 985725422 810518650 418285513 23509345 13458296 10409456 137233 1686753 89459.88 93930.31 5660.95 2798.13
1669074099 985725638 810518656 418285513 23509345 13458444 10409544 137233 1686753 89415.89 93929.62 5706.57 2797.83
1669074109 985725826 810518706 418285513 23509345 13458480 10409631 137233 1686753 89411.38 93930.25 5709.50 2799.20
1669074119 985726082 810518706 418285513 23509345 13458498 10409721 137233 1686753 89405.40 93928.62 5715.43 2799.79
1669074129 985726338 810518706 418285513 23509345 13458515 10409815 137233 1686753 89404.44 93929.79 5717.12 2797.70
1669074140 985726354 810518708 418285513 23509345 13468606 10419800 137233 1686753 79305.62 84293.17 15779.01 12442.01
1669074150 985727930 810518910 418285513 23509345 13469544 10420763 137233 1686753 91051.80 93626.91 4069.12 3101.55
1669074161 985728220 810519002 418285513 23509345 13469578 10420851 137233 1686753 91088.54 93649.43 4032.29 3079.06
1669074171 985728220 810519002 418285513 23509345 13469594 10420944 137233 1686753 91087.43 93652.38 4033.40 3075.55
1669074181 985728391 810519048 418285513 23509345 13469610 10421034 137233 1686753 91068.94 93675.27 4052.38 3053.20
1669074191 985728391 810519048 418285513 23509345 13469626 10421127 137233 1686753 91068.99 93673.30 4052.43 3054.61
1669074202 985728447 810519094 418285513 23509345 13469640 10421217 137233 1686753 91070.16 93676.64 4050.66 3051.29
1669074212 985728447 810519094 418285513 23509345 13469656 10421310 137233 1686753 91070.81 93675.16 4050.50 3053.79
1669074222 985728528 810519158 418285513 23509345 13469683 10421402 137233 1686753 91030.81 93675.55 4091.11 3052.46
1669074233 985728563 810519184 418285513 23509345 13469699 10421492 137233 1686753 91030.46 93676.51 4090.96 3052.40
1669074243 985728563 810519184 418285513 23509345 13469720 10421584 137233 1686753 91064.27 93676.52 4057.15 3052.39
1669074253 985728611 810519206 418285513 23509345 13469737 10421675 137233 1686753 91063.70 93677.49 4057.12 3051.47
1669074263 985728611 810519206 418285513 23509345 13469752 10421768 137233 1686753 91063.68 93677.70 4057.15 3049.79
1669074274 985728661 810519248 418285513 23509345 13469767 10421861 137233 1686753 91065.11 93677.74 4056.20 3050.67
1669074284 985728661 810519248 418285513 23509345 13469780 10421954 137233 1686753 91064.25 93678.66 4057.07 3049.27
1669074294 985728695 810519268 418285513 23509345 13469795 10422048 137233 1686753 91065.11 93678.02 4056.20 3051.59
1669074304 985728695 810519268 418285513 23509345 13469811 10422140 137233 1686753 91064.44 93680.12 4056.88 3049.43
