#TIME all_pgs_mb huge_pgs_mb Node0_Foreign Node1_Foreign Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1669074199 898614942 769430484 238016383 209346617 83589937 76891822 825600 930308 91184.23 93847.24 3937.09 2880.71
1669074210 898614942 769430484 238016383 209346617 83589986 76891874 825600 930308 91182.04 93847.19 3938.45 2881.16
1669074220 898614942 769430484 238016383 209346617 83590042 76891919 825600 930308 91184.71 93846.94 3937.14 2882.09
1669074230 898614942 769430484 238016383 209346617 83590093 76891969 825600 930308 91183.34 93846.20 3938.04 2881.79
1669074240 898614942 769430484 238016383 209346617 83590139 76892023 825600 930308 91183.53 93848.38 3937.80 2879.55
1669074251 898614942 769430484 238016383 209346617 83590191 76892074 825600 930308 91182.28 93848.67 3938.72 2879.19
1669074261 898614942 769430484 238016383 209346617 83590245 76892118 825600 930308 91184.05 93849.86 3937.85 2878.62
1669074271 898614942 769430484 238016383 209346617 83590294 76892171 825600 930308 91183.98 93848.87 3937.97 2879.50
1669074281 898614942 769430484 238016383 209346617 83590344 76892222 825600 930308 91181.62 93847.30 3939.70 2880.72
1669074292 898614942 769430484 238016383 209346617 83590393 76892273 825600 930308 91181.98 93845.25 3939.34 2882.72
1669074302 898614942 769430484 238016383 209346617 83590436 76892333 825600 930308 91182.88 93846.46 3938.46 2881.55
1669074312 898614942 769430484 238016383 209346617 83590487 76892385 825600 930308 91181.62 93846.23 3938.28 2881.63
