#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1669072351        0.109550          0.109550          0.003044          0.003044          0.000000          181.161000        0.003044         
1669072361        0.109550          0.109550          0.003101          0.003101          0.000000          181.157000        0.003101         
1669072371        0.109550          0.109550          0.003101          0.003101          0.000000          181.154000        0.003101         
1669072381        0.109550          0.109550          0.003101          0.003101          0.000000          181.157000        0.003101         
1669072392        0.109550          0.109550          0.003101          0.003101          0.000000          181.157000        0.003101         
1669072402        0.109550          0.109550          0.003101          0.003101          0.000000          181.157000        0.003101         
1669072412        0.109550          0.109550          0.003101          0.003101          0.000000          181.155000        0.003101         
1669072423        0.109550          0.109550          0.003101          0.003101          0.000000          181.158000        0.003101         
1669072433        0.109550          0.109550          0.003101          0.003101          0.000000          181.158000        0.003101         
1669072443        0.109550          0.109550          0.003101          0.003101          0.000000          181.157000        0.003101         
1669072453        0.109550          0.109550          0.003101          0.003101          0.000000          181.160000        0.003101         
1669072464        0.109550          0.109550          0.003101          0.003101          0.000000          181.157000        0.003101         
1669072474        0.109550          0.109550          0.003105          0.003105          0.000000          181.159000        0.003105         
1669072484        0.109550          0.109550          0.003105          0.003105          0.000000          181.157000        0.003105         
1669072494        0.109550          0.109550          0.003105          0.003105          0.000000          181.156000        0.003105         
1669072505        0.109550          0.109550          0.003105          0.003105          0.000000          181.160000        0.003105         
1669072515        0.109550          0.109550          0.003105          0.003105          0.000000          181.157000        0.003105         
1669072525        0.109550          0.109550          0.003105          0.003105          0.000000          181.155000        0.003105         
1669072536        0.109550          0.109550          0.003105          0.003105          0.000000          181.158000        0.003105         
1669072546        0.109550          0.109550          0.003105          0.003105          0.000000          181.157000        0.003105         
1669072556        0.109550          0.109550          0.003105          0.003105          0.000000          181.157000        0.003105         
1669072566        0.109550          0.109550          0.003105          0.003105          0.000000          181.160000        0.003105         
1669072577        0.109550          0.109550          0.003105          0.003105          0.000000          181.158000        0.003105         
1669072587        0.109550          0.109550          0.003105          0.003105          0.000000          181.160000        0.003105         
1669072597        0.109550          0.109550          0.003105          0.003105          0.000000          181.158000        0.003105         
1669072607        0.109550          0.109550          0.003105          0.003105          0.000000          181.159000        0.003105         
1669072618        0.109550          0.109550          0.003105          0.003105          0.000000          181.159000        0.003105         
1669072628        0.109550          0.109550          0.003105          0.003105          0.000000          181.158000        0.003105         
1669072638        0.109550          0.109550          0.003105          0.003105          0.000000          181.160000        0.003105         
1669072649        0.109550          0.109550          0.003105          0.003105          0.000000          181.160000        0.003105         
1669072659        0.109550          0.109550          0.003105          0.003105          0.000000          181.159000        0.003105         
1669072669        0.109550          0.109550          0.003105          0.003105          0.000000          181.156000        0.003105         
1669072679        0.109550          0.109550          0.003105          0.003105          0.000000          181.158000        0.003105         
1669072690        0.109550          0.109550          0.003109          0.003109          0.000000          181.158000        0.003109         
1669072700        0.109550          0.109550          0.003109          0.003109          0.000000          181.155000        0.003109         
1669072710        0.109550          0.109550          0.003109          0.003109          0.000000          181.154000        0.003109         
1669072721        0.109550          0.109550          0.003109          0.003109          0.000000          181.156000        0.003109         
1669072731        0.109550          0.109550          0.003109          0.003109          0.000000          181.155000        0.003109         
1669072741        0.109550          0.109550          0.003109          0.003109          0.000000          181.156000        0.003109         
1669072751        0.109550          0.109550          0.003109          0.003109          0.000000          181.158000        0.003109         
1669072762        0.109550          0.109550          0.003109          0.003109          0.000000          181.158000        0.003109         
1669072772        0.109550          0.109550          0.003109          0.003109          0.000000          181.157000        0.003109         
1669072782        0.109550          0.109550          0.003109          0.003109          0.000000          181.157000        0.003109         
1669072792        0.109550          0.109550          0.003109          0.003109          0.000000          181.158000        0.003109         
1669072803        0.109550          0.109550          0.003109          0.003109          0.000000          181.158000        0.003109         
1669072813        0.109550          0.109550          0.003109          0.003109          0.000000          181.160000        0.003109         
1669072823        0.109550          0.109550          0.003109          0.003109          0.000000          181.159000        0.003109         
1669072834        0.109550          0.109550          0.003109          0.003109          0.000000          181.159000        0.003109         
1669072844        0.109550          0.109550          0.003109          0.003109          0.000000          181.157000        0.003109         
1669072854        0.109550          0.109550          0.003109          0.003109          0.000000          181.155000        0.003109         
1669072864        0.109550          0.109550          0.003109          0.003109          0.000000          181.156000        0.003109         
1669072875        0.109550          0.109550          0.003109          0.003109          0.000000          181.156000        0.003109         
1669072885        0.109550          0.109550          0.003109          0.003109          0.000000          181.157000        0.003109         
1669072895        0.109550          0.109550          0.003109          0.003109          0.000000          181.160000        0.003109         
1669072905        0.109550          0.109550          0.003109          0.003109          0.000000          181.159000        0.003109         
1669072916        0.109550          0.109550          0.003109          0.003109          0.000000          181.159000        0.003109         
1669072926        0.109550          0.109550          0.003109          0.003109          0.000000          181.156000        0.003109         
1669072936        0.109550          0.109550          0.003109          0.003109          0.000000          181.156000        0.003109         
1669072947        0.109550          0.109550          0.003109          0.003109          0.000000          181.157000        0.003109         
1669072957        0.109550          0.109550          0.003109          0.003109          0.000000          181.157000        0.003109         
1669072967        0.109550          0.109550          0.003109          0.003109          0.000000          181.159000        0.003109         
1669072977        0.109550          0.109550          0.003109          0.003109          0.000000          181.160000        0.003109         
1669072988        0.109550          0.109550          0.003109          0.003109          0.000000          181.160000        0.003109         
1669072998        0.109550          0.109550          0.003109          0.003109          0.000000          181.159000        0.003109         
1669073008        0.109550          0.109550          0.003109          0.003109          0.000000          181.159000        0.003109         
1669073019        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073029        0.109550          0.109550          0.003113          0.003113          0.000000          181.159000        0.003113         
1669073039        0.109550          0.109550          0.003113          0.003113          0.000000          181.159000        0.003113         
1669073049        0.109550          0.109550          0.003113          0.003113          0.000000          181.159000        0.003113         
1669073060        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073070        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073080        0.109550          0.109550          0.003113          0.003113          0.000000          181.157000        0.003113         
1669073090        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073101        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073111        0.109550          0.109550          0.003113          0.003113          0.000000          181.154000        0.003113         
1669073121        0.109550          0.109550          0.003113          0.003113          0.000000          181.154000        0.003113         
1669073132        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073142        0.109550          0.109550          0.003113          0.003113          0.000000          181.157000        0.003113         
1669073152        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073162        0.109550          0.109550          0.003113          0.003113          0.000000          181.155000        0.003113         
1669073173        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073183        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073193        0.109550          0.109550          0.003113          0.003113          0.000000          181.155000        0.003113         
1669073203        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073214        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073224        0.109550          0.109550          0.003113          0.003113          0.000000          181.157000        0.003113         
1669073234        0.109550          0.109550          0.003113          0.003113          0.000000          181.157000        0.003113         
1669073244        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073255        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073265        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073275        0.109550          0.109550          0.003113          0.003113          0.000000          181.155000        0.003113         
1669073286        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073296        0.109550          0.109550          0.003113          0.003113          0.000000          181.159000        0.003113         
1669073306        0.109550          0.109550          0.003113          0.003113          0.000000          181.159000        0.003113         
1669073316        0.109550          0.109550          0.003113          0.003113          0.000000          181.157000        0.003113         
1669073327        0.109550          0.109550          0.003113          0.003113          0.000000          181.157000        0.003113         
1669073337        0.109550          0.109550          0.003113          0.003113          0.000000          181.157000        0.003113         
1669073347        0.109550          0.109550          0.003113          0.003113          0.000000          181.157000        0.003113         
1669073357        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073368        0.109550          0.109550          0.003113          0.003113          0.000000          181.161000        0.003113         
1669073378        0.109550          0.109550          0.003113          0.003113          0.000000          181.156000        0.003113         
1669073388        0.109550          0.109550          0.003113          0.003113          0.000000          181.159000        0.003113         
1669073399        0.109550          0.109550          0.003113          0.003113          0.000000          181.160000        0.003113         
1669073409        0.109550          0.109550          0.003113          0.003113          0.000000          181.160000        0.003113         
1669073419        0.109550          0.109550          0.003113          0.003113          0.000000          181.160000        0.003113         
1669073429        0.109550          0.109550          0.003113          0.003113          0.000000          181.159000        0.003113         
1669073440        0.109550          0.109550          0.003113          0.003113          0.000000          181.158000        0.003113         
1669073450        0.109550          0.109550          0.003113          0.003113          0.000000          181.159000        0.003113         
1669073460        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073470        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073481        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073491        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073501        0.109550          0.109550          0.003117          0.003117          0.000000          181.156000        0.003117         
1669073512        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073522        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073532        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073542        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073553        0.109550          0.109550          0.003117          0.003117          0.000000          181.159000        0.003117         
1669073563        0.109550          0.109550          0.003117          0.003117          0.000000          181.155000        0.003117         
1669073573        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073583        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073594        0.109550          0.109550          0.003117          0.003117          0.000000          181.159000        0.003117         
1669073604        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073614        0.109550          0.109550          0.003117          0.003117          0.000000          181.160000        0.003117         
1669073625        0.109550          0.109550          0.003117          0.003117          0.000000          181.159000        0.003117         
1669073635        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073645        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073656        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073666        0.109550          0.109550          0.003117          0.003117          0.000000          181.156000        0.003117         
1669073676        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073686        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073697        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073707        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073717        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073727        0.109550          0.109550          0.003117          0.003117          0.000000          181.156000        0.003117         
1669073738        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073748        0.109550          0.109550          0.003117          0.003117          0.000000          181.159000        0.003117         
1669073758        0.109550          0.109550          0.003117          0.003117          0.000000          181.157000        0.003117         
1669073769        0.109550          0.109550          0.003117          0.003117          0.000000          181.159000        0.003117         
1669073779        0.109550          0.109550          0.003117          0.003117          0.000000          181.158000        0.003117         
1669073789        0.109550          0.109550          0.003117          0.003117          0.000000          181.159000        0.003117         
1669073799        0.109550          0.109550          0.003120          0.003120          0.000000          181.159000        0.003120         
1669073810        0.109550          0.109550          0.003120          0.003120          0.000000          181.158000        0.003120         
1669073820        0.109550          0.109550          0.003120          0.003120          0.000000          181.158000        0.003120         
1669073830        0.109550          0.109550          0.003120          0.003120          0.000000          181.158000        0.003120         
1669073841        0.109550          0.109550          0.003120          0.003120          0.000000          181.157000        0.003120         
1669073851        0.109550          0.109550          0.003120          0.003120          0.000000          181.155000        0.003120         
