#TIME             VMEM_MAX          VMEM              RMEM_MAX          RMEM              SHMEM             MEM_FREE          TMEM_MAX         
1669073861        0.109550          0.109550          0.003120          0.003120          0.000000          181.158000        0.003120         
1669073871        0.109550          0.109550          0.003120          0.003120          0.000000          181.157000        0.003120         
1669073882        0.109550          0.109550          0.003120          0.003120          0.000000          181.154000        0.003120         
1669073892        0.109550          0.109550          0.003120          0.003120          0.000000          181.157000        0.003120         
1669073902        0.109550          0.109550          0.003120          0.003120          0.000000          181.157000        0.003120         
1669073913        0.109550          0.109550          0.003120          0.003120          0.000000          181.157000        0.003120         
1669073923        0.109550          0.109550          0.003120          0.003120          0.000000          181.157000        0.003120         
1669073933        0.109550          0.109550          0.003120          0.003120          0.000000          181.156000        0.003120         
1669073943        0.109550          0.109550          0.003120          0.003120          0.000000          181.160000        0.003120         
1669073954        0.109550          0.109550          0.003120          0.003120          0.000000          181.158000        0.003120         
1669073964        0.109550          0.109550          0.003120          0.003120          0.000000          181.157000        0.003120         
1669073974        0.109550          0.109550          0.003124          0.003124          0.000000          181.157000        0.003124         
1669073985        0.109550          0.109550          0.003124          0.003124          0.000000          181.158000        0.003124         
1669073995        0.109550          0.109550          0.003124          0.003124          0.000000          181.158000        0.003124         
1669074005        0.109550          0.109550          0.003124          0.003124          0.000000          181.154000        0.003124         
1669074015        0.109550          0.109550          0.003124          0.003124          0.000000          181.157000        0.003124         
1669074026        0.109550          0.109550          0.003124          0.003124          0.000000          181.156000        0.003124         
1669074036        0.109550          0.109550          0.003124          0.003124          0.000000          181.156000        0.003124         
1669074046        0.109550          0.109550          0.003124          0.003124          0.000000          181.156000        0.003124         
1669074056        0.109550          0.109550          0.003124          0.003124          0.000000          181.156000        0.003124         
1669074067        0.109550          0.109550          0.003124          0.003124          0.000000          181.154000        0.003124         
1669074077        0.109550          0.109550          0.003124          0.003124          0.000000          181.156000        0.003124         
1669074087        0.109550          0.109550          0.003124          0.003124          0.000000          181.156000        0.003124         
1669074098        0.109550          0.109550          0.003124          0.003124          0.000000          181.158000        0.003124         
1669074108        0.109550          0.109550          0.003124          0.003124          0.000000          181.155000        0.003124         
1669074118        0.109550          0.109550          0.003124          0.003124          0.000000          181.155000        0.003124         
1669074128        0.109550          0.109550          0.003124          0.003124          0.000000          181.156000        0.003124         
1669074139        0.109550          0.109550          0.003124          0.003124          0.000000          181.154000        0.003124         
1669074149        0.109550          0.109550          0.003128          0.003128          0.000000          181.154000        0.003128         
1669074159        0.109550          0.109550          0.003128          0.003128          0.000000          181.156000        0.003128         
1669074170        0.109550          0.109550          0.003128          0.003128          0.000000          181.158000        0.003128         
1669074180        0.109550          0.109550          0.003128          0.003128          0.000000          181.157000        0.003128         
1669074190        0.109550          0.109550          0.003128          0.003128          0.000000          181.157000        0.003128         
1669074200        0.109550          0.109550          0.003128          0.003128          0.000000          181.158000        0.003128         
1669074211        0.109550          0.109550          0.003128          0.003128          0.000000          181.157000        0.003128         
1669074221        0.109550          0.109550          0.003128          0.003128          0.000000          181.155000        0.003128         
1669074231        0.109550          0.109550          0.003128          0.003128          0.000000          181.156000        0.003128         
1669074242        0.109550          0.109550          0.003128          0.003128          0.000000          181.157000        0.003128         
1669074252        0.109550          0.109550          0.003128          0.003128          0.000000          181.154000        0.003128         
1669074262        0.109550          0.109550          0.003128          0.003128          0.000000          181.153000        0.003128         
1669074272        0.109550          0.109550          0.003128          0.003128          0.000000          181.154000        0.003128         
1669074283        0.109550          0.109550          0.003128          0.003128          0.000000          181.156000        0.003128         
1669074293        0.109550          0.109550          0.003128          0.003128          0.000000          181.154000        0.003128         
1669074303        0.109550          0.109550          0.003128          0.003128          0.000000          181.156000        0.003128         
1669074313        0.109550          0.109550          0.003128          0.003128          0.000000          181.156000        0.003128         
